time,csv1_field.data4,csv1_field.data7,csv2_field.data4,csv2_field.data7
1753064419322464000,0,0,1.973234840654156,2.0994233338102832
1753064419324449324,0,0,1.973234840654156,2.0994233338102832
1753064419326327621,0,0,1.973234840654156,1.653027046274249
1753064419328319190,0,0,1.973234840654156,1.653027046274249
1753064419330295618,0,0,2.3173677004570887,2.0994233338102832
1753064419332379315,0,0,2.3173677004570887,2.0994233338102832
1753064419334308849,0,0,2.3173677004570887,1.653027046274249
1753064419336294460,0,0,2.3173677004570887,1.653027046274249
1753064419338313868,0,0,2.3173677004570887,0.0
1753064419340394757,0,0,2.3173677004570887,0.0
1753064419342320105,0,0,2.706730454191544,0.7795057199696155
1753064419344292783,0,0,2.706730454191544,0.7795057199696155
1753064419346376737,0,0,2.1377380515202034,1.4571198584397087
1753064419348314104,0,0,1.973234840654156,1.653027046274249
1753064419350293785,0,0,1.973234840654156,1.8865318416469967
1753064419352312227,0,0,1.973234840654156,2.0994233338102832
1753064419354278738,0,0,2.545825943196804,2.0994233338102832
1753064419356402689,0,0,3.0502952746974,2.0994233338102832
1753064419358391936,-1,0,2.256864830095737,1.575869300569398
1753064419360295850,-1,0,1.973234840654156,1.388712851090376
1753064419362299821,-1,0,2.4437024522945876,1.8445659703210744
1753064419364310945,-1,1,2.706730454191544,2.0994233338102832
1753064419366253956,-1,1,2.5141245717472076,1.8786047011698568
1753064419368250254,-1,1,2.3173677004570887,1.653027046274249
1753064419370258676,-1,1,2.369501134229145,1.870015094389146
1753064419372461368,-1,1,2.424618636600949,2.0994233338102832
1753064419374301177,-1,1,2.138413260804996,2.0994233338102832
1753064419376241959,-1,1,1.973234840654156,2.0994233338102832
1753064419378292717,-1,2,2.1873665244884974,2.1736583133751015
1753064419380230914,-1,2,2.3173677004570887,2.218727004138757
1753064419382281314,-1,2,2.1262301306470386,2.218727004138757
1753064419384260280,-2,2,1.973234840654156,2.218727004138757
1753064419386262116,-2,2,1.973234840654156,2.218727004138757
1753064419388334091,-2,2,2.3173677004570887,2.0994233338102832
1753064419390266433,-2,2,2.3173677004570887,2.0994233338102832
1753064419392351947,-3,2,2.3173677004570887,2.0994233338102832
1753064419394304774,-3,2,2.3173677004570887,2.0994233338102832
1753064419396337798,-3,2,2.424618636600949,2.0994233338102832
1753064419398189587,-3,2,2.424618636600949,2.0994233338102832
1753064419400256350,-3,2,2.706730454191544,2.218727004138757
1753064419402184664,-4,2,2.706730454191544,2.218727004138757
1753064419404172688,-4,2,3.0502952746974,2.0994233338102832
1753064419406125645,-4,2,3.0502952746974,2.0994233338102832
1753064419408132881,-4,2,2.706730454191544,2.218727004138757
1753064419410134532,-4,2,2.706730454191544,2.218727004138757
1753064419412149295,-4,2,3.0502952746974,2.0994233338102832
1753064419414128725,-4,2,3.0502952746974,2.0994233338102832
1753064419416187708,-5,2,3.0502952746974,1.653027046274249
1753064419418142906,-5,2,3.0502952746974,1.653027046274249
1753064419420148795,-5,2,3.0502952746974,2.0994233338102832
1753064419422159793,-5,2,3.0502952746974,2.0994233338102832
1753064419424153869,-5,2,3.706226808268505,2.0994233338102832
1753064419426150558,-5,2,3.706226808268505,2.0994233338102832
1753064419428233878,-5,2,3.0502952746974,2.0994233338102832
1753064419430165742,-5,2,3.0502952746974,2.0994233338102832
1753064419432174170,-5,2,3.0502952746974,2.0994233338102832
1753064419434149832,-5,2,3.0502952746974,2.0994233338102832
1753064419436110273,-5,2,3.0502952746974,2.0994233338102832
1753064419438135839,-5,2,3.0502952746974,2.0994233338102832
