%time,field.layout.data_offset,field.data0,field.data1
1748219411960613525,0,8,8
1748219411981483996,0,7,7
1748219412002567076,0,7,8
1748219412023572490,0,7,8
1748219412044821381,0,7,7
1748219412065469356,0,7,8
1748219412086546456,0,7,8
1748219412107390536,0,8,8
1748219412128410883,0,8,8
1748219412149503838,0,8,8
1748219412170261023,0,7,8
1748219412191159985,0,8,8
1748219412215913086,0,7,8
1748219412237057406,0,8,8
1748219412257882413,0,8,8
1748219412278916622,0,8,8
1748219412299668650,0,8,8
1748219412320776301,0,7,8
1748219412342099691,0,7,8
1748219412362994911,0,7,8
1748219412384384972,0,7,8
1748219412405044626,0,8,7
1748219412426037215,0,7,8
1748219412446478141,0,8,8
1748219412467528799,0,8,7
1748219412488677568,0,8,8
1748219412509561902,0,8,7
1748219412530641955,0,8,7
1748219412551696188,0,7,7
1748219412577683996,0,7,8
1748219412598798874,0,8,8
1748219412619273249,0,8,7
1748219412640472763,0,7,7
1748219412661264331,0,8,7
1748219412682281629,0,8,8
1748219412703355199,0,7,8
1748219412724244887,0,7,8
1748219412745044852,0,8,8
1748219412766214604,0,7,7
1748219412786932205,0,8,7
1748219412808008480,0,8,8
1748219412829128951,0,8,8
1748219412850356244,0,7,7
1748219412871400081,0,7,8
1748219412897289737,0,8,7
1748219412918518497,0,7,7
1748219412939259061,0,7,8
1748219412960136394,0,7,7
1748219412980786507,0,7,7
1748219413002334715,0,8,7
1748219413024283232,0,7,8
1748219413046348430,0,7,8
1748219413068345720,0,8,8
1748219413089042748,0,7,8
1748219413111117397,0,8,8
1748219413132911656,0,7,7
1748219413158923140,0,8,8
1748219413179780455,0,8,8
1748219413201127900,0,8,8
1748219413221372928,0,7,7
1748219413242747683,0,8,8
1748219413263908079,0,8,8
1748219413284835263,0,7,8
1748219413306428428,0,8,8
1748219413327607708,0,8,8
1748219413349738492,0,7,8
1748219413371346709,0,7,8
1748219413397322961,0,8,8
1748219413419443604,0,8,7
1748219413441632346,0,8,8
1748219413463255015,0,8,8
1748219413485610391,0,8,7
1748219413507115304,0,7,8
1748219413528377157,0,8,7
1748219413549093566,0,7,8
1748219413570188142,0,8,8
1748219413591687837,0,8,8
1748219413617832048,0,8,8
1748219413638968653,0,8,7
1748219413659728912,0,7,8
1748219413680394127,0,7,8
1748219413701124366,0,8,7
1748219413722282469,0,8,7
1748219413743207085,0,8,8
1748219413764234649,0,8,8
1748219413785228300,0,7,8
1748219413806100982,0,8,8
1748219413827108588,0,8,8
1748219413848102486,0,8,8
1748219413868961869,0,7,7
1748219413890079475,0,8,8
1748219413910817079,0,7,7
1748219413936125466,0,8,8
1748219413957400127,0,7,7
1748219413978015678,0,8,7
1748219413999073268,0,8,8
1748219414019794319,0,7,7
1748219414040944092,0,8,8
1748219414061777682,0,8,8
1748219414082893175,0,8,8
1748219414103899925,0,8,8
1748219414124613653,0,7,8
1748219414145618253,0,7,8
1748219414167060958,0,8,8
1748219414187465453,0,8,7
1748219414208359815,0,8,8
1748219414229339147,0,7,8
1748219414250273854,0,8,7
1748219414271196610,0,7,8
1748219414296285447,0,8,8
1748219414317265474,0,8,8
1748219414338173184,0,7,8
1748219414359273741,0,7,8
1748219414380018869,0,8,8
1748219414401308255,0,8,7
1748219414421995569,0,8,8
1748219414443100035,0,7,8
1748219414463867687,0,7,8
1748219414484704883,0,8,8
1748219414505806753,0,8,8
1748219414526804787,0,7,8
1748219414547844863,0,8,8
1748219414568973839,0,7,8
1748219414589933375,0,8,8
1748219414610590006,0,8,8
1748219414631535696,0,7,8
1748219414656910746,0,7,7
1748219414677595611,0,8,8
1748219414698412840,0,8,8
1748219414719373886,0,8,8
1748219414740329975,0,8,7
1748219414761478878,0,7,8
1748219414782331671,0,7,8
1748219414803370484,0,7,8
1748219414824312858,0,8,8
1748219414845363053,0,8,7
1748219414866226061,0,7,7
1748219414887436603,0,8,8
1748219414908171083,0,7,8
1748219414929041792,0,8,8
1748219414950165636,0,8,7
1748219414971059748,0,8,8
1748219414996968795,0,7,7
1748219415017901600,0,7,8
1748219415039348284,0,7,8
1748219415060224875,0,8,7
1748219415081040543,0,8,7
1748219415101819339,0,8,7
1748219415122737852,0,8,7
1748219415143730769,0,7,7
1748219415164903983,0,8,8
1748219415185920806,0,8,8
1748219415206674467,0,7,7
1748219415227658798,0,7,8
1748219415248603173,0,8,8
1748219415269644867,0,7,8
1748219415290359931,0,8,8
1748219415311413899,0,7,8
1748219415336299726,0,8,8
1748219415357332769,0,7,8
1748219415378510405,0,8,8
1748219415399478728,0,8,8
1748219415420090718,0,8,7
1748219415441257164,0,7,8
1748219415462394873,0,7,8
1748219415483088083,0,8,8
1748219415504139335,0,7,7
1748219415524855559,0,8,7
1748219415545965384,0,7,8
1748219415566889627,0,7,7
1748219415587916099,0,7,7
1748219415608933634,0,8,8
1748219415629916405,0,8,8
1748219415650804727,0,8,8
1748219415676693196,0,7,8
1748219415697726104,0,8,8
1748219415718340519,0,7,8
1748219415739542587,0,7,8
1748219415760523414,0,8,8
1748219415781321596,0,7,8
1748219415802516082,0,7,8
1748219415823350088,0,0,8
1748219415844300892,0,-7,8
1748219415865398754,0,-8,8
1748219415886338179,0,-8,8
1748219415907270451,0,-9,8
1748219415928356252,0,-10,8
1748219415949453167,0,-9,8
1748219415970268566,0,-9,8
1748219415991140492,0,-10,8
1748219416015934668,0,-10,7
1748219416036954917,0,-10,8
1748219416057947979,0,-11,7
1748219416079166477,0,-9,7
1748219416100079949,0,-10,8
1748219416120953648,0,-9,8
1748219416141948396,0,-9,8
1748219416162880658,0,-9,7
1748219416183979833,0,-9,8
1748219416204888511,0,-9,8
1748219416225749668,0,-9,7
1748219416246866164,0,-9,8
1748219416267934314,0,-9,8
1748219416288933647,0,-9,8
1748219416309469429,0,-9,7
1748219416330516011,0,-9,8
1748219416351748324,0,-9,8
1748219416376470041,0,-9,8
1748219416397297121,0,-9,7
1748219416418393769,0,-9,8
1748219416439323062,0,-9,8
