%time,field.layout.data_offset,field.data0,field.data1
1747538171888695221,0,1918,2313
1747538171909888759,0,1918,2313
1747538171930762802,0,1918,2313
1747538171951789937,0,1918,2313
1747538171972564912,0,1918,2313
1747538171993665260,0,1918,2313
1747538172019812656,0,1918,2313
1747538172040489792,0,1918,2313
1747538172061110242,0,1918,2313
1747538172082546792,0,1918,2313
1747538172103380556,0,1918,2313
1747538172124445447,0,1918,2313
1747538172145373615,0,1918,2313
1747538172166253794,0,1918,2313
1747538172187421395,0,1918,2313
1747538172208465258,0,1918,2313
1747538172228970714,0,1918,2313
1747538172250078173,0,1918,2313
1747538172271129554,0,1918,2313
1747538172291979999,0,1918,2313
1747538172312763206,0,1918,2313
1747538172333913799,0,1918,2313
1747538172359649976,0,1918,2313
1747538172381149820,0,1918,2313
1747538172401939626,0,1918,2313
1747538172423007163,0,1918,2313
1747538172443960403,0,1918,2313
1747538172464824572,0,1918,2313
1747538172485823557,0,1918,2313
1747538172506694994,0,1918,2313
1747538172527782684,0,1918,2313
1747538172548743168,0,1918,2313
1747538172569622644,0,1918,2313
1747538172590709832,0,1918,2313
1747538172611649367,0,1918,2313
1747538172632686385,0,1918,2313
1747538172653238546,0,1918,2313
1747538172678491619,0,1918,2313
1747538172699518310,0,1918,2313
1747538172720397950,0,1918,2313
1747538172741420902,0,1918,2313
1747538172762259819,0,1918,2313
1747538172783345036,0,1918,2313
1747538172804259945,0,1918,2313
1747538172825274538,0,1918,2313
1747538172846298699,0,1918,2313
1747538172867015493,0,1918,2313
1747538172888151458,0,1918,2313
1747538172909087790,0,1918,2313
1747538172930108517,0,1918,2313
1747538172951036671,0,1918,2313
1747538172971959459,0,1918,2313
1747538172992903570,0,1918,2313
1747538173013940799,0,1918,2313
1747538173039947435,0,1918,2313
1747538173060759938,0,1918,2313
1747538173081782623,0,1918,2313
1747538173102838057,0,1918,2313
1747538173123745474,0,1918,2313
1747538173144675311,0,1918,2313
1747538173165681344,0,1918,2313
1747538173186611274,0,1918,2313
1747538173207638686,0,1918,2313
1747538173228602808,0,1918,2313
1747538173249428264,0,1918,2313
1747538173270444378,0,1918,2313
1747538173291485401,0,1918,2313
1747538173312356560,0,1918,2313
1747538173333227172,0,1918,2313
1747538173359116674,0,1918,2313
1747538173380264758,0,1918,2313
1747538173401199973,0,1918,2313
1747538173422186313,0,1918,2313
1747538173443190627,0,1918,2313
1747538173463887850,0,1918,2313
1747538173485096641,0,1918,2313
1747538173506040524,0,1918,2313
1747538173526992909,0,1918,2313
1747538173547799084,0,1918,2313
1747538173568957815,0,1918,2313
1747538173589973627,0,1918,2313
1747538173610876164,0,1918,2313
1747538173631864442,0,1918,2313
1747538173652604359,0,1918,2313
1747538173673657584,0,1918,2313
1747538173699706923,0,1918,2313
1747538173720529615,0,1918,2313
1747538173741686325,0,1918,2313
1747538173762493838,0,1918,2313
1747538173783535977,0,1918,2313
