%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1747538171959038458,0,499,1,524,634,456,0,297,481,586,661,662,478
1747538172060929369,0,498,0,526,635,459,0,298,482,587,659,661,478
1747538172159531459,0,499,0,525,635,458,0,298,481,588,661,661,479
1747538172257832344,0,498,1,525,636,457,0,298,482,588,661,661,479
1747538172360155629,0,498,1,526,635,458,0,297,481,588,660,661,477
1747538172459014141,0,498,1,526,635,458,0,298,481,588,661,660,478
1747538172561159731,0,498,0,525,636,459,0,297,481,588,661,662,477
1747538172659773735,0,496,0,525,635,458,1,297,480,588,661,661,478
1747538172758024116,0,500,0,524,635,459,0,298,481,587,661,662,478
1747538172860510434,0,498,0,523,635,458,0,296,480,586,661,662,477
1747538172958740393,0,499,0,527,634,458,0,298,481,587,659,661,480
1747538173060784554,0,499,0,526,635,459,0,298,482,587,661,661,478
1747538173159234805,0,500,1,524,635,456,0,298,481,588,660,660,478
1747538173261536614,0,498,0,524,636,459,0,298,481,587,662,660,478
1747538173359871213,0,499,0,524,635,459,0,298,481,588,661,662,478
1747538173458463448,0,499,0,525,635,459,0,296,481,588,661,662,478
1747538173560560612,0,498,1,527,635,457,0,298,480,588,660,661,478
1747538173658878338,0,498,0,526,634,458,0,298,481,587,661,662,478
1747538173761450760,0,499,0,524,635,458,0,298,480,587,659,661,478
1747538173859572425,0,499,0,525,635,460,0,297,481,587,661,661,478
1747538173957905411,0,499,0,525,634,459,0,299,482,588,660,661,479
1747538174060164093,0,500,0,524,634,459,0,298,481,588,661,661,478
1747538174158850514,0,498,0,527,637,458,0,298,482,588,660,661,477
1747538174260768411,0,499,0,525,635,459,0,298,482,588,661,661,479
1747538174359466740,0,498,0,524,635,459,0,298,482,589,662,661,478
1747538174461459647,0,499,0,526,635,459,0,298,482,588,661,662,478
1747538174560462930,0,499,1,525,639,458,0,298,481,588,662,662,478
1747538174658598763,0,498,0,525,635,458,0,298,482,588,662,662,478
1747538174760896539,0,498,0,524,635,458,4,297,482,588,662,662,477
1747538174859331496,0,499,1,523,637,458,0,298,482,589,661,661,479
1747538174961382846,0,500,0,527,636,459,0,298,481,588,662,662,478
1747538175060007540,0,498,0,525,636,458,0,298,481,589,661,662,478
1747538175158156060,0,498,0,523,635,458,0,298,481,588,662,662,478
1747538175260188379,0,498,0,524,635,459,0,298,482,588,662,661,479
1747538175359038000,0,499,0,524,635,461,0,297,481,589,662,662,478
1747538175461436806,0,499,0,525,634,459,0,298,481,588,661,662,478
