%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1752311309339978524,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309359994285,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309380035785,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309399928016,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309420024557,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309440041785,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309460050957,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309479948809,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309499928199,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309519936141,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309540054109,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309559961524,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309580032915,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309599953756,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309620092982,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309639938598,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309659959198,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309680033709,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309700146523,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309720099603,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309740149687,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309760079138,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309780056294,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309800126224,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309820128700,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309840066370,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309860134963,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309880153518,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309900120321,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
1752311309920105703,0,-16035,-1924,9424,10051,-4097,-9024,1623,14816
