%time,field.data
1749302423781905190,0.06836575721712279
1749302423791771195,0.0
1749302423801798782,0.0
1749302423811903530,0.06836575721712279
1749302423821952830,0.2056647551888794
1749302423831815104,0.3771999279728107
1749302423841599814,0.656987974917152
1749302423851599843,0.9300314807648586
1749302423861735364,1.2216088124898534
1749302423871578674,1.4225373651305515
1749302423881695777,1.7832194236140444
1749302423891555573,1.883581227341314
1749302423901645929,1.883581227341314
1749302423911656671,1.883581227341314
1749302423921710825,2.1473360007666913
1749302423931879659,2.1473360007666913
1749302423941797295,2.1473360007666913
1749302423951572502,2.1473360007666913
1749302423961653607,2.0205823298413996
1749302423971574246,1.883581227341314
1749302423981557002,1.883581227341314
1749302423991556480,1.883581227341314
1749302424001531914,1.7832194236140444
1749302424011647702,1.7832194236140444
1749302424021563348,6.654095634012203
1749302424031628615,1.5929974434321779
1749302424041652941,1.883581227341314
1749302424051574037,1.7832194236140444
1749302424061642602,1.5929974434321779
1749302424071552274,0.9873703772323931
1749302424081590584,0.9300314807648586
1749302424091599811,0.9873703772323931
1749302424101582328,1.2216088124898534
1749302424111575889,1.2216088124898534
1749302424121584388,1.2550397853517958
1749302424131573527,1.2550397853517958
1749302424141768940,1.5929974434321779
1749302424151596371,1.5929974434321779
1749302424161710249,1.7832194236140444
1749302424171575309,1.7832194236140444
1749302424181664145,2.0205823298413996
1749302424191605327,1.883581227341314
1749302424201744941,1.7832194236140444
1749302424211600382,1.883581227341314
1749302424221621622,2.0205823298413996
1749302424231545448,1.883581227341314
1749302424241631818,1.883581227341314
1749302424251579051,1.883581227341314
1749302424261778025,1.2216088124898534
1749302424271607912,1.883581227341314
1749302424281630465,1.7832194236140444
1749302424291651011,1.7832194236140444
1749302424301698642,1.7832194236140444
1749302424311589849,1.7832194236140444
1749302424321650290,1.4225373651305515
1749302424331558637,1.883581227341314
1749302424341606011,1.883581227341314
1749302424351564544,1.883581227341314
1749302424361605614,1.7832194236140444
1749302424371617847,1.7832194236140444
1749302424381648222,2.1473360007666913
1749302424391818541,1.7832194236140444
1749302424401667115,1.7832194236140444
1749302424411629083,1.7832194236140444
1749302424421582790,2.0205823298413996
1749302424431555677,1.7832194236140444
1749302424441663874,2.0205823298413996
1749302424451647202,2.4090864531525877
1749302424461782577,1.7832194236140444
1749302424471782512,1.7832194236140444
1749302424481683519,1.7832194236140444
1749302424491732299,1.4225373651305515
1749302424501605071,1.7832194236140444
1749302424511569823,1.7832194236140444
1749302424521631777,1.7832194236140444
1749302424531590095,1.7832194236140444
1749302424541647513,1.883581227341314
1749302424551539294,1.4225373651305515
1749302424561556437,1.5929974434321779
1749302424571800916,1.7832194236140444
1749302424581860427,1.5929974434321779
1749302424591808442,1.7832194236140444
1749302424601770360,1.7832194236140444
1749302424611571621,1.7832194236140444
1749302424621638836,1.7832194236140444
1749302424631559909,1.5929974434321779
1749302424641584059,1.7832194236140444
1749302424651536093,2.0205823298413996
1749302424661576656,1.5929974434321779
1749302424671525784,1.7832194236140444
1749302424681609280,1.7832194236140444
1749302424691632560,1.883581227341314
1749302424701597608,1.5929974434321779
1749302424711568855,1.5929974434321779
1749302424721610554,1.5929974434321779
1749302424731541409,1.7832194236140444
1749302424741622208,1.5929974434321779
1749302424751570887,1.5929974434321779
1749302424761556520,1.5929974434321779
1749302424771573789,1.2550397853517958
1749302424781628326,3.5861363655146055
1749302424791611339,1.5929974434321779
1749302424801648527,1.5929974434321779
1749302424811663639,2.2506495950941683
1749302424821828805,1.4225373651305515
1749302424831642703,1.4225373651305515
1749302424841722514,1.4225373651305515
1749302424851598187,1.4225373651305515
1749302424861560731,1.5929974434321779
1749302424871631677,1.4225373651305515
1749302424881590780,1.4225373651305515
1749302424891611456,1.5929974434321779
1749302424901804699,1.5929974434321779
1749302424911561398,1.5929974434321779
1749302424921640909,1.5929974434321779
1749302424931642968,1.7832194236140444
1749302424941635877,1.5929974434321779
1749302424951553744,1.4225373651305515
1749302424961565336,1.7832194236140444
1749302424971776705,1.7832194236140444
1749302424981694481,1.7832194236140444
1749302424991625288,2.0205823298413996
1749302425001645210,1.7832194236140444
1749302425011645067,1.883581227341314
1749302425021664695,1.883581227341314
1749302425031610447,1.883581227341314
1749302425041671653,1.883581227341314
1749302425051715291,2.0205823298413996
1749302425061821696,2.1473360007666913
1749302425071630968,1.883581227341314
1749302425081703319,1.5929974434321779
1749302425091587970,1.883581227341314
1749302425101566235,1.883581227341314
1749302425111576424,2.0205823298413996
1749302425121570185,1.883581227341314
1749302425131539813,1.7832194236140444
1749302425141567135,1.883581227341314
1749302425151539554,1.2216088124898534
1749302425161566860,1.883581227341314
1749302425171546288,1.883581227341314
1749302425181551498,1.883581227341314
1749302425191586083,1.883581227341314
1749302425201604079,2.0205823298413996
1749302425211551642,1.883581227341314
1749302425221618998,2.1473360007666913
1749302425231570430,2.1473360007666913
1749302425241629027,2.2506495950941683
1749302425251568964,2.1473360007666913
1749302425261601762,1.883581227341314
1749302425271608412,2.0205823298413996
1749302425281621252,2.0205823298413996
1749302425291548338,2.1473360007666913
1749302425301638910,2.0205823298413996
1749302425311635493,2.1473360007666913
1749302425321695468,1.883581227341314
1749302425331713754,1.7832194236140444
1749302425341749315,2.0205823298413996
1749302425351559912,2.0205823298413996
1749302425361637614,2.0205823298413996
1749302425371589538,2.0205823298413996
1749302425381560709,1.883581227341314
1749302425391606016,2.0205823298413996
1749302425401786551,1.883581227341314
1749302425411563566,1.7832194236140444
1749302425421690718,2.0205823298413996
1749302425431593275,2.0205823298413996
1749302425441636668,1.883581227341314
1749302425451642439,0.3771999279728107
1749302425461621978,1.883581227341314
1749302425471601888,1.883581227341314
1749302425481663045,1.883581227341314
1749302425491576136,2.0205823298413996
1749302425501694202,2.0205823298413996
1749302425511756450,2.1473360007666913
1749302425521573566,2.0205823298413996
1749302425531613170,3.6467873206680537
1749302425541560955,2.0205823298413996
1749302425551644290,2.0205823298413996
1749302425561821945,2.1473360007666913
1749302425571841587,1.7832194236140444
1749302425581970917,1.7832194236140444
1749302425591652020,1.7832194236140444
1749302425601661944,1.7832194236140444
1749302425611545893,1.883581227341314
1749302425621695165,1.883581227341314
1749302425631587135,1.883581227341314
1749302425641575133,1.883581227341314
1749302425651626462,1.883581227341314
1749302425661577774,1.7832194236140444
1749302425671618580,1.883581227341314
1749302425681658807,1.883581227341314
1749302425691601048,2.2506495950941683
1749302425701572379,1.883581227341314
1749302425711596873,2.0205823298413996
1749302425721577100,2.0205823298413996
1749302425731527967,2.2506495950941683
1749302425741895502,1.883581227341314
1749302425751549814,2.0205823298413996
1749302425761572370,2.0205823298413996
1749302425771583991,1.883581227341314
1749302425781783733,1.7832194236140444
1749302425791797166,1.883581227341314
1749302425801608049,1.883581227341314
1749302425811602708,1.883581227341314
1749302425821590070,1.883581227341314
1749302425831561332,2.0205823298413996
1749302425841627640,1.883581227341314
1749302425851613359,4.0115235774456055
1749302425861595476,2.0205823298413996
1749302425871608525,1.5929974434321779
1749302425881692008,1.7832194236140444
1749302425891737010,1.5929974434321779
1749302425901608754,1.5929974434321779
1749302425911680020,1.5929974434321779
1749302425921632558,1.883581227341314
1749302425931576475,2.4713123201354903
1749302425941620029,1.883581227341314
1749302425951610507,1.7832194236140444
1749302425961731198,1.883581227341314
1749302425971724794,1.7832194236140444
1749302425981637592,1.883581227341314
