%time,field.layout.data_offset,field.data2,field.data1,field.data0,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1748214796070606003,0,211,0,445,228,219,0,315,504,614,684,685,487
1748214796173045581,0,214,0,445,228,219,0,316,505,615,684,685,487
1748214796271697220,0,214,0,448,228,217,0,315,504,615,684,685,488
1748214796373514427,0,214,0,445,229,221,0,316,504,615,684,685,486
1748214796472235411,0,215,0,445,229,220,0,315,504,614,685,685,488
1748214796570749374,0,214,0,445,227,220,0,315,504,614,685,684,488
1748214796673181415,0,214,0,448,228,219,0,312,503,614,685,685,486
1748214796771373960,0,214,0,445,228,219,0,312,502,613,685,685,488
1748214796873767353,0,214,0,444,225,219,0,315,504,614,684,685,487
1748214796972114563,0,215,0,445,228,219,0,328,512,618,687,687,488
1748214797074513659,0,214,0,445,230,220,0,320,507,617,685,686,488
1748214797173132604,0,203,0,446,228,219,0,317,506,616,684,685,488
1748214797271239296,0,215,0,445,230,219,0,316,505,616,686,686,488
1748214797373529086,0,215,0,445,228,219,0,316,506,615,685,686,488
1748214797471892982,0,214,0,443,229,219,0,317,507,616,686,685,487
1748214797573718416,0,215,0,445,228,220,0,315,505,616,685,686,488
1748214797673162900,0,214,2,445,229,219,0,317,506,616,686,685,488
1748214797770850522,0,214,0,444,228,219,0,316,505,617,686,686,489
1748214797873144783,0,215,1,445,229,220,0,318,506,615,685,687,489
1748214797971687791,0,213,1,447,229,200,0,316,507,616,685,686,488
1748214798073857095,0,214,2,442,227,220,0,318,505,615,687,688,488
1748214798172652794,0,213,1,443,228,219,0,318,507,615,686,687,488
1748214798270108608,0,215,0,445,235,219,0,316,506,616,687,685,488
1748214798373112509,0,215,0,445,228,219,0,315,506,617,685,687,490
1748214798471275211,0,214,0,445,228,219,0,317,506,618,687,686,489
1748214798573451114,0,214,0,445,228,219,0,317,507,618,686,688,488
1748214798672049407,0,215,0,445,231,222,0,317,506,617,686,688,488
1748214798774176325,0,214,0,444,227,220,1,316,507,617,687,687,488
1748214798872775399,0,214,1,445,227,218,0,315,507,617,687,688,491
1748214798971161632,0,214,0,447,228,219,0,319,508,618,686,688,490
1748214799073443982,0,215,12,445,228,218,0,318,508,618,688,686,489
1748214799172073885,0,214,0,445,229,220,0,318,507,617,687,689,490
1748214799273852862,0,214,0,444,229,218,0,317,506,618,686,688,490
1748214799372692210,0,214,0,445,228,219,0,318,506,618,688,687,490
1748214799470883380,0,214,0,445,229,220,1,318,507,618,687,687,491
1748214799572959467,0,214,0,445,229,218,0,317,507,618,688,687,489
1748214799671813961,0,200,0,445,228,218,0,316,506,616,688,688,490
1748214799773624626,0,214,0,445,228,219,0,317,507,618,688,688,489
1748214799872177593,0,215,0,444,230,219,0,316,508,618,688,689,490
1748214799974486178,0,217,0,445,228,222,0,316,508,618,687,689,491
1748214800072614222,0,215,0,447,228,219,0,315,508,619,689,689,490
1748214800171229036,0,217,0,448,230,219,0,317,507,617,690,690,490
1748214800272734665,0,214,0,448,230,220,0,319,508,617,689,690,490
1748214800372188524,0,214,0,446,227,220,0,317,508,619,688,690,490
1748214800474148937,0,214,0,446,227,219,0,317,508,619,688,691,491
1748214800572355005,0,198,0,443,226,221,0,317,508,620,690,689,491
1748214800671019518,0,213,0,445,228,223,0,318,508,619,691,690,492
1748214800773341676,0,215,0,448,229,219,0,318,508,619,689,690,492
1748214800871503599,0,214,0,443,229,219,0,318,508,620,690,689,492
1748214800973841396,0,214,0,446,228,223,0,317,507,619,690,690,491
1748214801072262433,0,214,0,449,228,219,0,317,509,620,690,690,490
1748214801170558514,0,215,0,445,229,217,0,318,509,620,691,691,491
1748214801273016353,0,215,2,445,228,217,0,318,510,619,690,691,492
1748214801371600732,0,214,0,444,229,219,0,319,509,620,690,690,491
1748214801473492414,0,214,0,445,229,220,0,318,509,620,691,692,491
1748214801571926537,0,214,0,445,228,220,0,318,509,620,691,692,492
1748214801674305597,0,214,0,446,228,220,0,319,509,620,690,691,492
1748214801772821774,0,217,0,446,229,220,0,318,509,621,691,691,492
1748214801871018815,0,213,0,445,228,219,0,318,508,620,691,691,493
1748214801973518408,0,214,0,445,228,222,0,318,508,621,691,691,491
1748214802071582402,0,215,0,445,227,219,0,318,508,621,692,692,492
1748214802174184791,0,214,0,445,228,219,0,319,509,620,691,692,493
1748214802272608321,0,214,1,446,228,218,0,318,510,620,691,691,492
1748214802370356480,0,214,0,445,230,221,0,318,508,620,692,693,494
1748214802472922538,0,215,0,446,229,220,1,318,509,620,691,692,493
1748214802571293294,0,215,0,445,228,217,0,318,509,620,692,692,492
1748214802673776677,0,214,0,445,228,219,0,319,509,621,692,693,493
1748214802772098529,0,216,0,445,228,218,0,319,509,621,692,692,494
1748214802874410511,0,219,0,445,228,219,0,319,510,621,693,692,493
1748214802973067008,0,215,0,445,224,219,0,320,510,622,694,693,493
1748214803071144431,0,215,0,446,228,219,0,321,509,622,694,694,494
1748214803173590800,0,220,0,445,228,223,0,319,509,622,694,692,494
1748214803272316924,0,215,0,447,228,219,0,319,510,622,694,694,494
1748214803373726202,0,214,6,448,228,220,0,320,510,622,693,694,494
1748214803472963110,0,214,0,448,228,219,0,320,511,623,694,694,494
1748214803570920029,0,214,0,449,228,222,0,319,511,623,695,695,494
1748214803673580789,0,214,0,450,223,220,0,320,511,622,695,695,494
1748214803771948946,0,216,0,451,226,221,0,320,512,622,693,694,495
1748214803873844349,0,213,3,450,226,219,0,320,512,624,696,695,495
1748214803972167050,0,214,0,452,229,219,0,320,510,623,696,695,495
1748214804074505445,0,216,0,452,231,219,0,319,511,624,696,695,494
1748214804173498847,0,215,0,456,229,220,0,315,509,622,696,695,494
1748214804271704513,0,215,0,453,229,220,0,320,511,622,696,696,495
1748214804373704330,0,216,0,455,230,218,0,320,513,624,696,696,495
1748214804472537317,0,213,0,457,229,220,0,317,511,624,696,697,495
1748214804574620194,0,212,0,456,231,220,0,319,512,624,697,697,496
1748214804672593842,0,214,0,459,228,219,0,320,512,624,696,697,496
1748214804771425806,0,214,0,456,228,210,0,321,512,625,697,696,496
1748214804873336169,0,215,0,458,228,219,0,320,512,624,698,696,498
1748214804971762997,0,214,0,459,229,219,0,319,511,624,698,696,497
1748214805074146823,0,216,0,459,228,219,0,320,513,624,697,697,496
1748214805172772581,0,214,0,459,228,219,0,320,512,625,698,698,497
1748214805271156054,0,214,0,459,227,219,0,319,512,625,698,697,497
1748214805373504887,0,214,0,461,230,219,0,320,512,624,697,697,496
1748214805471539698,0,214,0,461,229,219,0,320,513,626,698,697,496
1748214805573800087,0,214,0,464,231,219,0,320,512,625,698,698,496
1748214805672599807,0,214,0,462,230,219,0,321,512,624,697,699,497
1748214805774703711,0,211,0,465,227,219,0,320,513,625,697,698,497
1748214805872890612,0,215,0,464,228,220,0,322,513,626,699,698,497
1748214805971351619,0,214,0,461,228,220,0,322,513,626,698,698,497
1748214806073444151,0,214,0,463,229,220,0,321,513,626,699,697,496
1748214806171946251,0,214,0,464,228,219,0,323,514,626,699,698,496
1748214806274009301,0,214,0,465,231,222,0,322,513,626,700,699,498
1748214806372418780,0,215,0,466,228,219,0,321,513,626,699,699,498
1748214806471016787,0,214,0,467,228,219,0,317,511,625,698,698,497
1748214806573273951,0,218,0,467,231,218,0,318,512,625,699,698,497
1748214806672042995,0,215,0,467,223,220,0,320,513,625,699,699,499
1748214806774233135,0,213,0,468,230,219,0,322,514,626,700,698,498
1748214806872513991,0,214,0,468,229,219,0,321,514,627,700,698,497
1748214806974793928,0,214,0,467,228,219,0,323,514,627,700,699,498
1748214807073218565,0,217,0,467,228,219,0,322,513,626,699,699,499
1748214807171557171,0,214,0,469,228,217,0,321,515,627,700,700,498
1748214807273829736,0,214,0,468,229,220,0,321,514,627,702,700,499
1748214807372308505,0,216,0,471,229,220,0,322,513,627,702,700,500
1748214807474613671,0,214,0,469,228,218,0,322,514,628,701,700,500
1748214807572969715,0,214,0,472,228,218,0,323,515,627,702,700,500
1748214807671188085,0,215,0,467,229,219,0,322,515,628,702,701,499
1748214807773011492,0,215,0,470,228,221,0,324,515,629,702,702,501
1748214807871753514,0,214,0,471,225,220,0,322,516,629,701,701,499
1748214807974007435,0,214,0,470,228,219,0,323,516,629,703,701,499
1748214808072624881,0,215,0,471,227,220,0,322,515,629,703,702,501
1748214808175227960,0,215,0,472,228,219,1,322,514,629,702,702,501
1748214808273321676,0,215,0,472,228,221,0,323,515,629,702,702,500
1748214808371465647,0,215,0,476,228,219,0,319,514,629,702,702,500
1748214808474005434,0,214,0,473,228,217,0,320,514,627,703,703,500
1748214808572588807,0,218,0,473,225,219,0,322,514,627,702,702,501
1748214808674727802,0,214,0,471,228,218,0,323,515,629,703,701,500
1748214808772758849,0,215,0,478,228,219,0,321,515,629,703,702,500
1748214808871414274,0,213,0,469,227,222,0,322,516,629,703,703,500
1748214808973966424,0,214,0,473,228,219,0,323,515,628,702,701,500
1748214809072587479,0,211,0,472,226,219,0,323,516,629,703,702,500
1748214809174681660,0,214,0,476,228,219,0,323,516,629,703,702,500
1748214809272932600,0,214,0,473,228,219,0,322,516,629,703,702,501
1748214809371041702,0,214,0,476,228,220,0,324,516,629,703,702,500
1748214809473237729,0,215,0,473,229,220,0,323,515,629,704,702,499
1748214809572018011,0,214,0,475,229,221,0,323,515,629,704,703,501
1748214809674257847,0,216,0,469,229,220,0,323,516,629,703,703,501
1748214809772531815,0,214,0,476,229,219,0,323,516,629,703,702,501
1748214809874711948,0,215,0,476,227,219,0,323,515,630,703,702,500
1748214809973382347,0,218,0,475,220,220,0,322,516,629,704,702,499
1748214810071812257,0,214,0,480,228,219,0,323,516,629,704,703,501
1748214810174175675,0,214,0,476,228,220,0,323,516,628,703,703,501
1748214810272298175,0,215,0,476,228,219,0,321,515,628,703,701,500
1748214810374474607,0,214,0,477,228,217,0,322,516,630,705,702,500
1748214810472520270,0,217,0,477,229,220,0,322,514,629,704,703,501
1748214810571582770,0,216,0,474,227,219,0,322,514,628,703,703,502
1748214810673923265,0,214,0,476,229,219,0,322,516,628,702,702,501
1748214810772346288,0,215,0,477,229,220,0,323,516,630,703,701,500
