%time,field.layout.data_offset,field.data0,field.data1
1748223989807023619,0,8,7
1748223989827721077,0,8,8
1748223989848953703,0,8,8
1748223989869646914,0,7,8
1748223989890608981,0,8,8
1748223989911441809,0,8,8
1748223989932574297,0,8,7
1748223989953735037,0,8,7
1748223989974529092,0,8,8
1748223989995622979,0,8,7
1748223990016216828,0,7,8
1748223990037396262,0,7,8
1748223990058513122,0,7,7
1748223990079129751,0,7,8
1748223990104584867,0,7,7
1748223990125055019,0,7,3
1748223990146004053,0,8,7
1748223990167281490,0,8,8
1748223990188402831,0,8,8
1748223990209577246,0,8,8
1748223990230378532,0,8,5
1748223990251463391,0,7,8
1748223990273278886,0,8,1
1748223990294097153,0,8,8
1748223990315446464,0,8,8
1748223990336032070,0,7,8
1748223990356910305,0,8,8
1748223990377996040,0,7,8
1748223990398671773,0,8,5
1748223990419493826,0,7,7
1748223990444567769,0,8,8
1748223990465801637,0,8,7
1748223990486439489,0,8,7
1748223990507355092,0,7,8
1748223990528687334,0,8,8
1748223990549308123,0,7,7
1748223990570559264,0,8,6
1748223990591904735,0,8,8
1748223990612673669,0,7,8
1748223990633281444,0,8,7
1748223990654785093,0,8,8
1748223990675748000,0,8,8
1748223990696734884,0,8,8
1748223990718501473,0,8,3
1748223990739327070,0,8,8
1748223990760374644,0,8,7
1748223990786642494,0,8,8
1748223990808486970,0,8,8
1748223990830047802,0,8,8
1748223990850956429,0,8,8
1748223990872202558,0,8,8
1748223990893339648,0,8,7
1748223990914268513,0,8,8
1748223990935366719,0,8,8
1748223990957019747,0,8,7
1748223990978136052,0,8,7
1748223990999846524,0,7,8
1748223991025953465,0,8,7
1748223991046967290,0,7,8
1748223991069011992,0,8,7
1748223991089663217,0,7,8
1748223991110768365,0,7,7
1748223991131719763,0,8,8
1748223991152601157,0,7,7
1748223991173630097,0,8,7
1748223991195748577,0,8,7
1748223991216553198,0,8,8
1748223991237789369,0,7,8
1748223991259495994,0,7,8
1748223991285752011,0,8,8
1748223991306519504,0,7,8
1748223991328584169,0,8,8
1748223991350676907,0,8,3
1748223991372694264,0,8,7
1748223991394391313,0,8,8
1748223991415238418,0,8,8
1748223991436092726,0,8,6
1748223991457279972,0,7,8
1748223991478239067,0,8,6
1748223991499992407,0,7,7
1748223991525724799,0,7,6
1748223991546645222,0,8,8
1748223991567476839,0,8,7
1748223991588528682,0,7,6
