%time,field.layout.data_offset,field.data2,field.data1,field.data0,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1748221604402742500,0,222,0,442,228,220,0,314,501,611,682,681,484
1748221604501512476,0,221,0,443,229,217,0,314,501,610,682,681,483
1748221604603951007,0,221,0,442,228,219,0,314,500,610,682,681,485
1748221604701916081,0,218,0,443,230,218,0,314,501,611,683,681,484
1748221604800644680,0,222,0,442,228,219,0,312,501,610,681,681,484
1748221604902767630,0,221,0,442,228,219,0,313,501,610,681,681,484
1748221605001171694,0,222,0,439,228,219,0,315,501,611,682,681,485
1748221605103434994,0,221,0,441,229,219,0,314,502,611,683,681,484
1748221605201703226,0,220,0,443,228,219,0,313,501,610,682,682,484
1748221605304491062,0,221,0,442,228,219,0,318,505,612,683,682,484
1748221605402822285,0,221,0,443,228,221,0,314,503,611,682,681,484
1748221605500869855,0,220,0,443,227,218,0,313,501,610,682,681,485
1748221605603319779,0,221,0,442,229,218,0,313,502,611,683,683,485
1748221605701664477,0,221,0,443,229,219,0,314,502,611,682,681,484
1748221605803775174,0,221,0,443,229,220,3,313,501,610,682,682,485
1748221605902683403,0,221,0,442,229,220,0,313,502,612,683,682,484
1748221606000879849,0,221,0,443,228,219,0,314,502,611,681,681,484
1748221606103215517,0,221,0,443,229,219,0,314,502,611,682,682,486
1748221606201461817,0,221,0,441,228,219,0,313,501,611,683,681,485
1748221606303874297,0,223,0,442,230,219,0,313,501,611,682,681,484
1748221606402373666,0,219,0,443,229,223,0,315,501,610,683,682,485
1748221606504460158,0,220,0,442,228,218,0,314,502,611,683,682,485
1748221606603003141,0,221,0,442,228,214,0,315,503,611,683,682,485
1748221606700661438,0,221,0,442,229,219,0,314,501,610,682,683,486
1748221606803432571,0,221,0,442,229,219,0,314,501,611,683,681,484
1748221606901882934,0,221,0,443,229,219,0,314,502,611,681,681,483
1748221607004039674,0,219,0,443,228,218,1,313,501,610,682,682,485
1748221607102438582,0,221,0,442,228,218,1,313,501,611,683,681,484
1748221607201122139,0,221,0,443,228,219,0,314,502,611,683,681,485
1748221607303171012,0,220,0,443,230,219,0,314,502,611,682,682,486
1748221607401784153,0,221,0,442,228,218,0,314,502,611,684,682,484
1748221607504139054,0,219,0,442,222,219,0,315,502,611,682,682,485
1748221607602523838,0,221,0,443,228,217,0,315,502,610,683,682,485
1748221607704792694,0,221,0,443,229,219,0,314,502,612,684,683,486
1748221607803118445,0,220,0,443,229,221,0,314,502,612,683,683,485
1748221607901755643,0,221,0,442,228,219,0,315,502,611,682,683,486
1748221608003778144,0,222,0,443,228,218,0,314,503,613,684,683,486
1748221608101853171,0,221,0,443,228,219,0,312,500,612,683,683,485
1748221608204137958,0,221,0,443,228,220,0,313,502,611,683,682,486
1748221608302950890,0,220,0,442,228,219,0,314,502,612,684,683,486
1748221608401279549,0,221,0,443,227,216,0,314,503,611,683,683,486
1748221608503204885,0,221,0,443,228,219,0,314,502,613,684,683,487
1748221608601992144,0,221,0,443,228,218,0,314,502,613,685,683,486
1748221608704162031,0,220,9,442,229,219,0,315,503,612,685,682,485
1748221608802504134,0,221,0,443,228,222,0,314,503,612,684,683,485
1748221608901475257,0,220,0,444,228,219,0,314,502,612,686,682,486
1748221609003313249,0,222,0,442,228,219,0,299,493,608,683,682,485
1748221609101698217,0,221,0,444,229,219,0,312,501,611,683,683,486
1748221609203862242,0,216,0,443,229,218,0,313,503,611,685,684,485
1748221609302433017,0,220,0,443,228,218,1,314,503,611,684,684,485
1748221609404441684,0,222,0,443,228,218,0,316,504,612,684,685,485
1748221609502666206,0,220,0,443,229,214,0,314,503,613,684,684,486
1748221609601542247,0,222,0,443,228,219,0,314,503,612,685,684,485
1748221609703871050,0,221,0,445,229,219,0,315,503,612,683,684,485
1748221609802056863,0,221,0,443,228,218,0,314,502,613,684,684,485
1748221609904283998,0,218,0,428,228,218,0,314,503,613,685,684,485
1748221610003050926,0,221,0,443,228,218,0,315,503,613,685,683,486
1748221610101079413,0,221,0,444,226,221,0,313,503,611,684,684,485
1748221610203440799,0,221,0,444,227,218,0,314,503,613,685,685,485
1748221610301539732,0,221,0,444,228,219,0,315,503,611,685,684,484
1748221610404332317,0,220,0,445,228,218,0,315,503,612,685,684,486
1748221610502521840,0,220,0,443,228,218,0,314,503,613,685,684,486
1748221610604884944,0,222,0,438,227,219,0,316,503,613,686,684,485
1748221610703175061,0,220,0,443,229,219,0,314,503,612,685,682,487
