%time,field.layout.data_offset,field.data2,field.data1,field.data0,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1748218760813737487,0,220,0,439,228,219,0,311,503,614,688,687,488
1748218760912170169,0,219,0,440,228,219,0,314,504,614,689,687,487
1748218761010374612,0,220,0,440,231,219,0,316,506,615,689,687,488
1748218761112801324,0,219,0,439,228,217,0,316,506,615,688,687,488
1748218761211029506,0,220,0,440,228,219,0,316,505,615,688,687,487
1748218761313507553,0,219,0,441,228,219,0,316,505,615,688,687,488
1748218761411990585,0,219,1,441,228,218,0,317,505,614,688,686,489
1748218761510038973,0,218,0,440,229,219,0,317,505,614,687,687,488
1748218761612433693,0,219,0,439,228,217,0,317,505,615,688,686,489
1748218761710667779,0,219,0,440,227,219,0,316,504,615,688,686,489
1748218761813199510,0,219,0,441,227,219,0,315,505,615,687,688,487
1748218761910978603,0,219,0,439,228,219,0,315,504,615,688,687,487
1748218762009944184,0,218,0,440,228,221,0,316,505,615,687,686,487
1748218762112380712,0,219,1,439,228,217,0,316,504,615,688,686,488
1748218762210944553,0,219,2,433,228,220,0,303,498,612,686,686,486
1748218762313045136,0,219,0,440,230,219,0,313,503,613,687,685,487
1748218762411356389,0,219,0,440,228,219,0,316,503,614,688,686,487
1748218762513719878,0,219,0,440,228,219,0,316,505,614,686,686,488
1748218762611633105,0,221,0,431,228,218,0,316,505,614,686,686,486
1748218762709746712,0,219,0,440,224,225,0,316,505,614,686,685,487
1748218762812039148,0,218,0,440,228,218,0,316,505,614,686,685,486
1748218762910829034,0,219,0,431,228,219,0,314,503,613,686,685,487
1748218763012811541,0,219,0,440,228,219,0,316,502,613,686,685,487
1748218763111612220,0,219,0,440,228,220,0,317,504,614,685,686,487
1748218763209490222,0,220,0,439,228,219,3,316,504,613,686,686,487
1748218763311949195,0,219,0,440,228,219,0,315,504,614,686,685,487
1748218763410513472,0,218,4,439,228,219,0,314,504,614,686,685,487
1748218763512531993,0,219,0,440,229,219,0,315,503,614,686,685,487
1748218763611030934,0,219,0,434,228,219,0,311,502,613,686,685,486
1748218763712713947,0,219,0,441,228,219,0,314,504,614,686,684,486
1748218763811830547,0,219,0,440,228,219,0,317,505,614,686,685,486
1748218763910169508,0,218,0,440,229,220,0,315,504,614,686,685,486
1748218764012662714,0,218,0,440,228,218,0,315,504,614,686,685,486
1748218764110952792,0,220,0,440,228,219,0,315,504,613,686,685,486
1748218764212915177,0,223,0,440,228,220,0,315,504,613,686,685,487
1748218764311501212,0,219,0,442,228,219,0,315,504,613,685,685,485
1748218764409612558,0,219,0,440,228,222,0,315,503,613,685,685,486
1748218764511911397,0,219,0,441,229,217,0,317,504,614,685,685,485
1748218764610694377,0,221,0,442,226,219,0,316,505,613,685,683,486
1748218764712792130,0,219,0,442,229,219,0,315,503,613,687,684,486
1748218764811049125,0,219,0,442,228,219,0,315,503,613,685,686,485
1748218764909724958,0,219,0,443,227,219,0,315,504,613,684,684,487
1748218765011638670,0,220,0,442,227,219,0,315,503,614,686,685,487
1748218765110136396,0,219,0,446,229,220,0,313,501,612,685,684,486
1748218765212462612,0,218,0,444,227,219,0,315,503,612,686,685,485
1748218765310954920,0,218,0,445,225,218,0,315,504,613,686,685,486
1748218765412665812,0,219,0,444,228,218,0,315,503,613,686,685,486
1748218765511481380,0,218,0,445,226,218,0,315,504,613,685,685,486
1748218765609997842,0,219,0,445,228,219,0,316,504,613,686,685,486
1748218765711747253,0,218,0,446,228,219,0,315,504,613,686,684,485
1748218765810372006,0,219,0,446,228,219,0,315,503,613,686,684,486
1748218765912748801,0,219,0,447,231,220,0,314,503,612,685,684,485
1748218766011430184,0,219,1,448,229,215,13,315,504,613,685,684,486
1748218766109432809,0,219,0,450,227,218,0,316,505,613,685,684,486
1748218766211986182,0,219,0,448,228,219,0,315,503,613,685,684,487
1748218766310206955,0,218,0,448,229,219,0,314,504,613,685,684,486
1748218766412418822,0,222,0,448,226,219,0,315,503,614,685,684,486
1748218766510914039,0,219,0,448,228,218,0,315,503,613,685,684,486
1748218766613137166,0,218,0,450,229,220,0,315,503,613,685,684,485
1748218766711295538,0,219,0,451,228,216,0,315,504,613,685,684,485
1748218766809791177,0,219,0,450,228,218,0,313,503,613,684,684,485
1748218766911964588,0,218,0,450,227,219,2,315,503,613,684,684,485
1748218767010447024,0,218,0,451,229,218,0,314,503,612,684,683,485
1748218767112519911,0,220,0,451,228,219,0,313,502,613,683,684,485
1748218767211249930,0,218,0,451,229,218,1,315,503,612,683,684,485
1748218767309530446,0,219,0,453,228,227,0,315,503,611,685,684,485
1748218767411709699,0,219,0,453,217,219,0,317,504,613,685,683,485
1748218767510070374,0,219,0,453,229,219,0,315,504,613,684,684,485
1748218767612358017,0,220,0,455,228,219,0,314,503,612,684,683,485
1748218767710923592,0,220,0,454,228,219,0,314,502,611,683,682,485
1748218767813262173,0,218,0,454,228,220,0,315,502,612,683,682,484
1748218767911553694,0,219,0,454,228,219,0,315,502,612,682,681,484
1748218768009924398,0,217,0,455,228,218,1,316,502,610,682,682,484
1748218768112413222,0,219,0,456,228,219,0,315,502,611,682,682,484
1748218768210206957,0,219,0,457,228,219,5,313,502,610,681,682,485
1748218768312427534,0,219,0,455,228,219,0,313,502,611,682,682,484
1748218768410648484,0,219,0,456,229,219,0,313,502,611,683,681,484
1748218768509471045,0,217,0,455,228,218,0,314,502,611,682,683,484
1748218768611842097,0,219,0,457,232,218,0,314,502,611,683,682,484
1748218768710351533,0,219,0,456,228,219,0,310,503,612,683,682,484
1748218768811795613,0,218,0,459,229,218,0,314,503,612,682,681,484
1748218768911008709,0,220,0,458,228,219,0,314,503,612,682,682,484
1748218769009069203,0,218,0,458,229,220,0,315,503,612,683,681,483
1748218769111410996,0,218,0,458,228,217,0,315,503,612,682,681,484
1748218769209918207,0,219,0,459,228,219,0,315,502,611,682,681,484
1748218769311892334,0,219,0,459,228,220,0,314,502,611,681,681,484
1748218769410422251,0,220,0,461,228,219,0,315,503,612,682,682,484
1748218769512674869,0,219,0,459,228,218,0,314,502,611,682,681,483
1748218769611119691,0,219,0,463,228,218,0,315,503,612,682,682,484
1748218769709670051,0,222,0,460,230,220,0,312,502,611,682,682,483
1748218769811881147,0,219,0,460,228,219,0,314,502,612,682,682,483
1748218769910638493,0,217,0,460,230,220,0,315,503,612,683,682,485
1748218770011928667,0,217,0,461,227,219,0,317,504,612,682,682,484
1748218770110770724,0,218,0,461,228,219,0,315,504,613,683,682,484
1748218770209036355,0,219,0,459,229,219,0,315,502,613,683,683,485
1748218770311668879,0,220,0,465,227,219,0,314,502,612,682,682,485
1748218770409884333,0,219,0,460,228,218,0,315,502,611,682,681,484
1748218770512229268,0,218,0,461,227,219,1,315,503,612,682,682,483
1748218770610555612,0,219,2,462,229,213,0,315,504,613,683,683,486
1748218770712873938,0,219,0,462,228,220,0,314,503,613,683,682,485
1748218770811275955,0,219,0,465,228,220,0,315,503,612,683,683,485
1748218770909491077,0,219,0,464,228,219,0,312,502,612,683,683,485
1748218771011935575,0,221,0,464,228,219,0,315,503,612,684,683,485
1748218771110350267,0,218,0,463,228,224,0,314,502,612,684,683,485
1748218771212459826,0,218,0,463,228,219,0,315,503,613,684,683,485
1748218771311061478,0,218,0,464,228,219,0,315,503,612,683,684,485
1748218771409410392,0,219,0,464,229,218,0,315,504,614,684,684,485
1748218771511566727,0,219,2,466,227,219,0,311,501,612,683,684,486
1748218771609504736,0,219,0,466,226,216,0,315,503,613,684,684,486
1748218771712439410,0,217,0,463,228,218,0,315,504,613,685,684,486
1748218771810612454,0,219,0,463,228,219,0,315,504,613,684,685,486
1748218771912693269,0,219,0,463,226,219,0,315,504,613,684,684,486
1748218772011103398,0,219,0,464,228,223,0,316,504,614,684,685,486
1748218772109506004,0,217,0,466,229,220,0,315,504,613,684,684,486
1748218772211936903,0,219,0,467,223,220,0,316,504,613,684,684,486
1748218772310285023,0,218,2,464,228,220,0,316,503,614,685,684,485
1748218772412413832,0,220,0,465,228,219,0,316,504,615,684,684,486
1748218772510719008,0,219,0,469,228,219,0,317,505,615,685,683,486
1748218772609418863,0,219,0,463,227,219,0,315,504,614,685,684,486
1748218772711308665,0,218,0,471,228,219,0,316,502,615,684,684,486
1748218772809830189,0,221,0,467,230,219,0,315,504,615,684,684,487
1748218772912388558,0,219,0,467,227,224,0,316,504,614,684,684,485
1748218773010100308,0,218,0,467,228,219,0,315,504,615,684,682,486
1748218773109026419,0,219,0,467,228,220,0,316,505,613,684,684,486
1748218773211803485,0,218,0,466,224,221,0,316,504,614,684,683,486
1748218773309614744,0,219,0,468,228,219,0,315,506,612,684,684,486
1748218773411640719,0,219,0,467,224,218,0,316,504,613,684,684,487
1748218773510496206,0,219,0,469,227,219,0,316,504,613,685,684,486
1748218773612361542,0,222,0,459,228,219,0,317,504,613,685,682,488
