%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1752318344231794180,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344232350578,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344232582917,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344233152773,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344233606503,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344234091019,0,0.0,0.0,0.0,0.0,19.570487579336746,0.0,0.0,5.1573893564469415
1752318344234577198,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344235067894,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344235591272,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344236036665,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344236587491,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344237048114,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344237592142,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,5.168433264394429
1752318344238072717,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344238594419,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344239122235,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344239624938,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344240073109,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344240622626,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344241073939,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344241610548,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,3.8289234820268536
1752318344242138284,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344242686869,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344243091120,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344243611523,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344244092633,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344244623439,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344245101508,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344245598796,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,4.730833872803853
1752318344246204648,0,0.0,0.0,0.0,0.0,20.793746735526984,0.0,0.0,4.730833872803853
1752318344246609677,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344247087268,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344247618635,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344248072257,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344248599968,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344249072854,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344249613726,0,0.0,0.0,0.0,0.0,20.033975840585633,0.0,0.0,5.1573893564469415
1752318344250148462,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344250589034,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344251088254,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344251635440,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344252082614,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344252624093,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344253098405,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
1752318344253599173,0,0.0,0.0,0.0,0.0,20.226419112907852,0.0,0.0,5.1573893564469415
