opos,force
-4162.0,35.829098315020346
-4161.0,35.821886972168095
-4160.0,35.81467562931584
-4159.0,35.8074642864636
-4158.0,35.80025294361135
-4157.0,35.793041600759096
-4156.0,35.78583025790685
-4155.0,35.7786189150546
-4154.0,35.77140757220235
-4153.0,35.764196229350105
-4152.0,35.756984886497854
-4151.0,35.7497735436456
-4150.0,35.74256220079336
-4149.0,35.73535085794111
-4148.0,35.728139515088856
-4147.0,35.72092817223661
-4146.0,35.71371682938436
-4145.0,35.70650548653211
-4144.0,35.699294143679865
-4143.0,35.69208280082761
-4142.0,35.68487145797536
-4141.0,35.67766011512312
-4140.0,35.670448772270866
-4139.0,35.663237429418615
-4138.0,35.65602608656637
-4137.0,35.64881474371412
-4136.0,35.64160340086187
-4135.0,35.634392058009624
-4134.0,35.62718071515737
-4133.0,35.61996937230513
-4132.0,35.61275802945288
-4131.0,35.605546686600626
-4130.0,35.59833534374838
-4129.0,35.59112400089613
-4128.0,35.58391265804388
-4127.0,35.576701315191634
-4126.0,35.56948997233938
-4125.0,35.56227862948713
-4124.0,35.55506728663489
-4123.0,35.547855943782636
-4122.0,35.540644600930385
-4121.0,35.53343325807814
-4120.0,35.52622191522589
-4119.0,35.51901057237364
-4118.0,35.511799229521394
-4117.0,35.50458788666914
-4116.0,35.49737654381689
-4115.0,35.49016520096465
-4114.0,35.482953858112396
-4113.0,35.475742515260144
-4112.0,35.4685311724079
-4111.0,35.46131982955565
-4110.0,35.4541084867034
-4109.0,35.44689714385115
-4108.0,35.4396858009989
-4107.0,35.43247445814665
-4106.0,35.425263115294406
-4105.0,35.418051772442155
-4104.0,35.4108404295899
-4103.0,35.40362908673766
-4102.0,35.39641774388541
-4101.0,35.389206401033164
-4100.0,35.38199505818091
-4099.0,35.37478371532866
-4098.0,35.36757237247642
-4097.0,35.360361029624165
-4096.0,35.353149686771914
-4095.0,35.34593834391967
-4094.0,35.33872700106742
-4093.0,35.33151565821517
-4092.0,35.32430431536292
-4091.0,35.31709297251067
-4090.0,35.30988162965842
-4089.0,35.302670286806176
-4088.0,35.295458943953925
-4087.0,35.28824760110167
-4086.0,35.28103625824943
-4085.0,35.27382491539718
-4084.0,35.26661357254493
-4083.0,35.25940222969268
-4082.0,35.25219088684043
-4081.0,35.24497954398818
-4080.0,35.237768201135935
-4079.0,35.230556858283684
-4078.0,35.22334551543143
-4077.0,35.21613417257919
-4076.0,35.20892282972694
-4075.0,35.201711486874686
-4074.0,35.19450014402244
-4073.0,35.18728880117019
-4072.0,35.18007745831794
-4071.0,35.172866115465695
-4070.0,35.16565477261344
-4069.0,35.1584434297612
-4068.0,35.15123208690895
-4067.0,35.1440207440567
-4066.0,35.13680940120445
-4065.0,35.1295980583522
-4064.0,35.12238671549995
-4063.0,35.115175372647705
-4062.0,35.107964029795454
-4061.0,35.1007526869432
-4060.0,35.09354134409096
-4059.0,35.08633000123871
-4058.0,35.079118658386456
-4057.0,35.07190731553421
-4056.0,35.06469597268196
-4055.0,35.05748462982971
-4054.0,35.050273286977465
-4053.0,35.04306194412521
-4052.0,35.03585060127296
-4051.0,35.02863925842072
-4050.0,35.02142791556847
-4049.0,35.014216572716215
-4048.0,35.00700522986397
-4047.0,34.99979388701172
-4046.0,34.99258254415947
-4045.0,34.985371201307224
-4044.0,34.97815985845497
-4043.0,34.97094851560272
-4042.0,34.96373717275048
-4041.0,34.956525829898226
-4040.0,34.949314487045974
-4039.0,34.94210314419373
-4038.0,34.93489180134148
-4037.0,34.927680458489235
-4036.0,34.92046911563698
-4035.0,34.91325777278473
-4034.0,34.90604642993249
-4033.0,34.898835087080236
-4032.0,34.891623744227985
-4031.0,34.88441240137574
-4030.0,34.87720105852349
-4029.0,34.86998971567124
-4028.0,34.862778372818994
-4027.0,34.85556702996674
-4026.0,34.84835568711449
-4025.0,34.84114434426225
-4024.0,34.833933001409996
-4023.0,34.826721658557744
-4022.0,34.8195103157055
-4021.0,34.81229897285325
-4020.0,34.805087630001
-4019.0,34.79787628714875
-4018.0,34.7906649442965
-4017.0,34.78345360144425
-4016.0,34.776242258592006
-4015.0,34.769030915739755
-4014.0,34.761819572887504
-4013.0,34.75460823003526
-4012.0,34.74739688718301
-4011.0,34.74018554433076
-4010.0,34.73297420147851
-4009.0,34.72576285862626
-4008.0,34.71855151577401
-4007.0,34.711340172921766
-4006.0,34.704128830069514
-4005.0,34.69691748721727
-4004.0,34.68970614436502
-4003.0,34.68249480151277
-4002.0,34.67528345866052
-4001.0,34.66807211580827
-4000.0,34.66086077295602
-3999.0,34.653649430103776
-3998.0,34.646438087251525
-3997.0,34.639226744399274
-3996.0,34.63201540154703
-3995.0,34.62480405869478
-3994.0,34.61759271584253
-3993.0,34.61038137299028
-3992.0,34.60317003013803
-3991.0,34.59595868728578
-3990.0,34.588747344433536
-3989.0,34.581536001581284
-3988.0,34.57432465872903
-3987.0,34.56711331587679
-3986.0,34.55990197302454
-3985.0,34.552690630172286
-3984.0,34.54547928732004
-3983.0,34.53826794446779
-3982.0,34.53105660161554
-3981.0,34.523845258763295
-3980.0,34.516633915911044
-3979.0,34.50942257305879
-3978.0,34.50221123020655
-3977.0,34.4949998873543
-3976.0,34.487788544502045
-3975.0,34.4805772016498
-3974.0,34.47336585879755
-3973.0,34.466154515945306
-3972.0,34.458943173093054
-3971.0,34.4517318302408
-3970.0,34.44452048738856
-3969.0,34.43730914453631
-3968.0,34.430097801684056
-3967.0,34.42288645883181
-3966.0,34.41567511597956
-3965.0,34.40846377312731
-3964.0,34.401252430275065
-3963.0,34.39404108742281
-3962.0,34.38682974457056
-3961.0,34.37961840171832
-3960.0,34.37240705886607
-3959.0,34.365195716013815
-3958.0,34.35798437316157
-3957.0,34.35077303030932
-3956.0,34.34356168745707
-3955.0,34.336350344604824
-3954.0,34.32913900175257
-3953.0,34.32192765890032
-3952.0,34.31471631604808
-3951.0,34.307504973195826
-3950.0,34.300293630343575
-3949.0,34.29308228749133
-3948.0,34.28587094463908
-3947.0,34.27865960178683
-3946.0,34.27144825893458
-3945.0,34.26423691608233
-3944.0,34.25702557323008
-3943.0,34.24981423037784
-3942.0,34.242602887525585
-3941.0,34.23539154467334
-3940.0,34.22818020182109
-3939.0,34.22096885896884
-3938.0,34.213757516116594
-3937.0,34.20654617326434
-3936.0,34.19933483041209
-3935.0,34.19212348755985
-3934.0,34.184912144707596
-3933.0,34.177700801855345
-3932.0,34.1704894590031
-3931.0,34.16327811615085
-3930.0,34.1560667732986
-3929.0,34.14885543044635
-3928.0,34.1416440875941
-3927.0,34.13443274474185
-3926.0,34.12722140188961
-3925.0,34.120010059037355
-3924.0,34.112798716185104
-3923.0,34.10558737333286
-3922.0,34.09837603048061
-3921.0,34.09116468762836
-3920.0,34.08395334477611
-3919.0,34.07674200192386
-3918.0,34.06953065907161
-3917.0,34.062319316219366
-3916.0,34.055107973367114
-3915.0,34.04789663051486
-3914.0,34.04068528766262
-3913.0,34.03347394481037
-3912.0,34.026262601958116
-3911.0,34.01905125910587
-3910.0,34.01183991625362
-3909.0,34.00462857340138
-3908.0,33.997417230549125
-3907.0,33.990205887696874
-3906.0,33.98299454484463
-3905.0,33.97578320199238
-3904.0,33.96857185914013
-3903.0,33.96136051628788
-3902.0,33.95414917343563
-3901.0,33.94693783058338
-3900.0,33.939726487731136
-3899.0,33.932515144878884
-3898.0,33.92530380202663
-3897.0,33.91809245917439
-3896.0,33.91088111632214
-3895.0,33.903669773469886
-3894.0,33.89645843061764
-3893.0,33.88924708776539
-3892.0,33.88203574491314
-3891.0,33.874824402060895
-3890.0,33.867613059208644
-3889.0,33.86040171635639
-3888.0,33.85319037350415
-3887.0,33.8459790306519
-3886.0,33.838767687799646
-3885.0,33.8315563449474
-3884.0,33.82434500209515
-3883.0,33.8171336592429
-3882.0,33.809922316390654
-3881.0,33.8027109735384
-3880.0,33.79549963068615
-3879.0,33.78828828783391
-3878.0,33.781076944981656
-3877.0,33.77386560212941
-3876.0,33.76665425927716
-3875.0,33.75944291642491
-3874.0,33.752231573572665
-3873.0,33.745020230720414
-3872.0,33.73780888786816
-3871.0,33.73059754501592
-3870.0,33.72338620216367
-3869.0,33.716174859311415
-3868.0,33.70896351645917
-3867.0,33.70175217360692
-3866.0,33.69454083075467
-3865.0,33.687329487902424
-3864.0,33.68011814505017
-3863.0,33.67290680219792
-3862.0,33.66569545934568
-3861.0,33.658484116493426
-3860.0,33.651272773641175
-3859.0,33.64406143078893
-3858.0,33.63685008793668
-3857.0,33.62963874508443
-3856.0,33.622427402232184
-3855.0,33.61521605937993
-3854.0,33.60800471652768
-3853.0,33.60079337367544
-3852.0,33.593582030823185
-3851.0,33.586370687970934
-3850.0,33.57915934511869
-3849.0,33.57194800226644
-3848.0,33.56473665941419
-3847.0,33.55752531656194
-3846.0,33.55031397370969
-3845.0,33.54310263085745
-3844.0,33.535891288005196
-3843.0,33.528679945152945
-3842.0,33.5214686023007
-3841.0,33.51425725944845
-3840.0,33.5070459165962
-3839.0,33.499834573743954
-3838.0,33.4926232308917
-3837.0,33.48541188803945
-3836.0,33.47820054518721
-3835.0,33.470989202334955
-3834.0,33.463777859482704
-3833.0,33.45656651663046
-3832.0,33.44935517377821
-3831.0,33.44214383092596
-3830.0,33.43493248807371
-3829.0,33.42772114522146
-3828.0,33.42050980236921
-3827.0,33.413298459516966
-3826.0,33.406087116664715
-3825.0,33.39887577381246
-3824.0,33.39166443096022
-3823.0,33.38445308810797
-3822.0,33.377241745255716
-3821.0,33.37003040240347
-3820.0,33.36281905955122
-3819.0,33.35560771669897
-3818.0,33.348396373846725
-3817.0,33.341185030994474
-3816.0,33.33397368814222
-3815.0,33.32676234528998
-3814.0,33.31955100243773
-3813.0,33.31233965958548
-3812.0,33.30512831673323
-3811.0,33.29791697388098
-3810.0,33.290705631028736
-3809.0,33.283494288176485
-3808.0,33.27628294532423
-3807.0,33.26907160247199
-3806.0,33.26186025961974
-3805.0,33.254648916767486
-3804.0,33.24743757391524
-3803.0,33.24022623106299
-3802.0,33.23301488821074
-3801.0,33.225803545358495
-3800.0,33.218592202506244
-3799.0,33.21138085965399
-3798.0,33.20416951680175
-3797.0,33.1969581739495
-3796.0,33.189746831097246
-3795.0,33.182535488245
-3794.0,33.17532414539275
-3793.0,33.1681128025405
-3792.0,33.160901459688255
-3791.0,33.153690116836
-3790.0,33.14647877398375
-3789.0,33.13926743113151
-3788.0,33.132056088279256
-3787.0,33.124844745427005
-3786.0,33.11763340257476
-3785.0,33.11042205972251
-3784.0,33.10321071687026
-3783.0,33.095999374018014
-3782.0,33.08878803116576
-3781.0,33.08157668831352
-3780.0,33.07436534546127
-3779.0,33.067154002609016
-3778.0,33.05994265975677
-3777.0,33.05273131690452
-3776.0,33.04551997405227
-3775.0,33.038308631200024
-3774.0,33.03109728834777
-3773.0,33.02388594549552
-3772.0,33.01667460264328
-3771.0,33.009463259791026
-3770.0,33.002251916938775
-3769.0,32.99504057408653
-3768.0,32.98782923123428
-3767.0,32.98061788838203
-3766.0,32.973406545529784
-3765.0,32.96619520267753
-3764.0,32.95898385982528
-3763.0,32.95177251697304
-3762.0,32.944561174120786
-3761.0,32.937349831268534
-3760.0,32.93013848841629
-3759.0,32.92292714556404
