%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1747543213132608962,0,505,2,516,597,507,0,324,512,618,689,688,486
1747543213234791305,0,511,1,518,595,508,0,322,510,620,688,686,485
1747543213333221994,0,505,1,521,595,504,0,320,509,620,688,687,487
1747543213434956840,0,508,0,520,594,507,2,319,510,617,687,687,485
1747543213533623607,0,511,0,522,597,507,0,320,509,620,686,689,485
1747543213632258499,0,501,2,521,598,504,0,320,510,618,687,685,486
1747543213734283912,0,501,1,519,597,507,0,319,511,620,687,687,484
1747543213832890763,0,505,0,523,594,509,0,318,509,618,686,688,485
1747543213934763639,0,505,0,520,596,505,6,319,510,619,688,687,485
1747543214033848549,0,504,0,521,595,507,2,320,511,618,689,687,487
1747543214132235828,0,506,0,524,592,505,0,321,511,620,688,688,486
1747543214234433817,0,506,0,521,595,506,0,321,510,621,689,688,487
1747543214332985180,0,505,0,522,594,507,0,324,511,619,689,690,487
1747543214434816470,0,505,3,515,597,508,0,320,512,619,692,689,487
1747543214533518484,0,498,1,520,596,506,0,319,509,619,689,690,486
1747543214635815690,0,508,0,521,595,506,1,320,510,621,690,688,488
1747543214734084685,0,508,0,521,596,507,0,320,511,621,691,689,487
1747543214832663851,0,505,0,520,593,504,0,320,511,620,689,690,486
1747543214934850417,0,508,0,522,595,506,0,321,510,621,691,690,488
1747543215033147172,0,506,0,523,596,507,0,320,510,620,690,690,486
1747543215135371949,0,502,0,523,595,505,0,320,511,622,690,691,488
1747543215233719147,0,507,0,524,594,507,0,321,511,622,689,691,488
1747543215331942610,0,504,0,522,596,507,0,322,512,620,692,691,487
1747543215434302676,0,511,0,521,596,506,0,322,512,620,691,691,488
1747543215533268208,0,506,0,522,594,506,0,322,512,621,690,690,487
1747543215634889051,0,508,0,521,595,507,0,321,511,622,692,690,487
1747543215733529450,0,505,0,518,596,506,0,320,511,620,691,690,489
1747543215835551906,0,505,0,522,594,506,0,321,512,622,692,690,487
1747543215934133864,0,506,2,521,595,506,0,319,510,621,691,691,488
1747543216032938379,0,505,0,520,596,507,0,322,511,621,691,690,488
1747543216134629243,0,507,0,522,595,506,0,321,510,622,692,691,488
1747543216233384789,0,505,0,522,595,507,0,321,511,620,691,691,487
1747543216335468645,0,498,0,523,596,507,0,322,512,622,691,690,488
1747543216433716668,0,506,0,521,595,506,0,321,510,621,691,690,488
1747543216532357471,0,506,0,522,595,507,0,323,511,621,692,691,487
