%time,field.layout.data_offset,field.data0,field.data1
1747543213055172741,0,-2571,2314
1747543213075241841,0,-2571,2314
1747543213095054774,0,-2571,2314
1747543213115309918,0,-2571,2314
1747543213135093625,0,-2571,2314
1747543213155065817,0,-2571,2314
1747543213175170100,0,-2571,2314
1747543213195125704,0,-2571,2314
1747543213215134872,0,-2571,2314
1747543213235518951,0,-2571,2314
1747543213255222717,0,-2571,2314
1747543213275323831,0,-2571,2314
1747543213295297165,0,-2571,2314
1747543213315275176,0,-2571,2314
1747543213335215845,0,-2571,2314
1747543213355395005,0,-2571,2314
1747543213374953715,0,-2571,2314
1747543213395200926,0,-2571,2314
1747543213415037573,0,-2571,2314
1747543213434955639,0,-2571,2314
1747543213455211796,0,-2571,2314
1747543213474965807,0,-2571,2314
1747543213495273705,0,-2571,2314
1747543213515129444,0,-2571,2314
1747543213535090093,0,-2571,2314
1747543213555113151,0,-2571,2314
1747543213574973414,0,-2571,2314
1747543213595004740,0,-2571,2314
1747543213614832304,0,-2571,2314
1747543213635074205,0,-2571,2314
1747543213655023109,0,-2571,2314
1747543213675115469,0,-2571,2314
1747543213695013892,0,-2571,2314
1747543213714887461,0,-2571,2314
1747543213734835537,0,-2571,2314
1747543213754646213,0,-2571,2314
1747543213774883373,0,-2571,2314
1747543213795059559,0,-2571,2314
1747543213814901788,0,-2571,2314
1747543213835077019,0,-2571,2314
1747543213855385630,0,-2571,2314
1747543213875271348,0,-2571,2314
1747543213894732088,0,-2571,2314
1747543213914708040,0,-2571,2314
1747543213934758379,0,-2571,2314
1747543213954769984,0,-2571,2314
1747543213974830527,0,-2571,2314
1747543213995185907,0,-2571,2314
1747543214015286360,0,-2571,2314
1747543214035040044,0,-2571,2314
1747543214055404364,0,-2571,2314
1747543214075141276,0,-2571,2314
1747543214095284371,0,-2571,2314
1747543214115228391,0,-2571,2314
1747543214135079104,0,-2571,2314
1747543214154962626,0,-2571,2314
1747543214175079125,0,-2571,2314
1747543214195072419,0,-2571,2314
1747543214215201968,0,-2571,2314
1747543214235054197,0,-2571,2314
1747543214255117816,0,-2571,2314
1747543214275145976,0,-2571,2314
1747543214295160141,0,-2571,2314
1747543214315284584,0,-2571,2314
1747543214335173167,0,-2571,2314
1747543214355103831,0,-2571,2314
1747543214374930994,0,-2571,2314
1747543214395137426,0,-2571,2314
1747543214415354707,0,-2571,2314
1747543214435151295,0,-2571,2314
1747543214455196321,0,-2571,2314
1747543214475159122,0,-2571,2314
1747543214495328457,0,-2571,2314
1747543214515121386,0,-2571,2314
1747543214535085457,0,-2571,2314
1747543214555265736,0,-2571,2314
1747543214575317536,0,-2571,2314
1747543214595250134,0,-2571,2314
1747543214615233428,0,-2571,2314
1747543214635235584,0,-2571,2314
1747543214655258221,0,-2571,2314
1747543214675157337,0,-2571,2314
1747543214695266451,0,-2571,2314
1747543214715208515,0,-2571,2314
1747543214734893156,0,-2571,2314
1747543214755205122,0,-2571,2314
1747543214775086602,0,-2571,2314
1747543214795064715,0,-2571,2314
1747543214814982880,0,-2571,2314
1747543214835007648,0,-2571,2314
1747543214855020102,0,-2571,2314
1747543214875272193,0,-2571,2314
1747543214894975653,0,-2571,2314
1747543214915146553,0,-2571,2314
1747543214935215404,0,-2571,2314
1747543214955158846,0,-2571,2314
1747543214975185027,0,-2571,2314
1747543214995098191,0,-2571,2314
1747543215015198880,0,-2571,2314
1747543215035104301,0,-2571,2314
1747543215055092714,0,-2571,2314
1747543215075028573,0,-2571,2314
1747543215095136059,0,-2571,2314
1747543215115282702,0,-2571,2314
1747543215135351784,0,-2571,2314
1747543215155162476,0,-2571,2314
1747543215175033589,0,-2571,2314
1747543215195247299,0,-2571,2314
1747543215215122902,0,-2571,2314
1747543215235113213,0,-2571,2314
1747543215255173657,0,-2571,2314
1747543215275122737,0,-2571,2314
1747543215295112591,0,-2571,2314
1747543215315139298,0,-2571,2314
1747543215334978965,0,-2571,2314
1747543215355055651,0,-2571,2314
1747543215375163868,0,-2571,2314
1747543215395176501,0,-2571,2314
1747543215415055000,0,-2571,2314
1747543215434877093,0,-2571,2314
1747543215455091220,0,-2571,2314
1747543215475077663,0,-2571,2314
1747543215495133586,0,-2571,2314
1747543215515271753,0,-2571,2314
1747543215535167392,0,-2571,2314
1747543215555188721,0,-2571,2314
1747543215575139741,0,-2571,2314
1747543215595156593,0,-2571,2314
1747543215615177334,0,-2571,2314
1747543215635227594,0,-2571,2314
1747543215655293624,0,-2571,2314
1747543215675114786,0,-2571,2314
1747543215695106970,0,-2571,2314
1747543215715099982,0,-2571,2314
1747543215735070354,0,-2571,2314
1747543215755209018,0,-2571,2314
1747543215775199272,0,-2572,2314
1747543215795025666,0,-2573,2314
1747543215815209254,0,-2574,2314
1747543215835256052,0,-2575,2314
1747543215855219396,0,-2576,2314
1747543215875232100,0,-2577,2314
1747543215895168734,0,-2578,2314
1747543215915168686,0,-2579,2314
1747543215935142658,0,-2580,2314
1747543215955210374,0,-2581,2314
1747543215975244544,0,-2582,2314
1747543215995184279,0,-2583,2314
1747543216015230191,0,-2584,2314
1747543216035145825,0,-2585,2314
1747543216055112342,0,-2586,2314
1747543216075297191,0,-2587,2314
1747543216095001975,0,-2588,2314
1747543216115257602,0,-2589,2314
1747543216135015267,0,-2590,2314
1747543216155319850,0,-2591,2314
1747543216175253269,0,-2592,2314
1747543216195161205,0,-2593,2314
1747543216215016549,0,-2594,2314
1747543216235059066,0,-2595,2314
1747543216255227283,0,-2596,2314
1747543216275135246,0,-2597,2314
1747543216295206466,0,-2598,2314
1747543216315113312,0,-2599,2314
1747543216335060561,0,-2600,2314
1747543216355104105,0,-2601,2314
1747543216375152583,0,-2602,2314
1747543216395132428,0,-2603,2314
1747543216415051026,0,-2604,2314
1747543216435052438,0,-2605,2314
1747543216455282737,0,-2606,2314
1747543216475219072,0,-2607,2314
1747543216495325927,0,-2608,2314
