%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1747537042172746566,0,438,0,481,594,483,0,305,490,598,672,672,483
1747537042275293554,0,438,0,475,597,482,3,306,490,598,671,673,482
1747537042373769786,0,439,0,479,596,481,0,304,490,598,671,671,484
1747537042475896995,0,437,0,482,595,482,0,303,491,598,672,672,483
1747537042574167079,0,437,0,475,595,482,1,305,492,599,672,672,483
1747537042672886081,0,439,0,474,596,482,0,305,492,597,671,671,483
1747537042775073453,0,439,0,485,594,481,0,304,490,598,671,671,484
1747537042873363497,0,439,0,479,598,483,0,304,490,598,673,671,485
1747537042975355812,0,439,0,483,595,482,0,305,491,598,672,671,481
1747537043073818602,0,436,0,475,594,482,0,305,490,599,673,671,483
1747537043171988889,0,439,0,480,595,483,0,304,490,598,671,670,484
1747537043274571692,0,441,0,482,595,482,0,302,490,597,673,671,483
1747537043372987011,0,438,0,485,594,482,0,305,489,599,672,670,484
1747537043474890729,0,438,0,479,597,481,0,305,490,598,672,670,483
1747537043573626025,0,438,2,477,596,482,0,305,490,598,671,671,483
1747537043675670598,0,439,0,479,595,482,0,305,490,597,672,673,482
1747537043774273808,0,438,0,480,596,482,0,305,489,599,672,672,481
1747537043872418292,0,438,0,482,594,482,0,307,491,597,672,671,481
1747537043975109351,0,438,0,475,597,482,1,305,491,598,671,670,484
1747537044073395377,0,439,0,480,596,481,0,305,488,597,671,671,483
1747537044175655668,0,442,0,484,595,483,0,304,490,598,670,671,483
1747537044274297523,0,437,0,478,595,482,0,326,502,602,674,672,483
1747537044372690080,0,439,0,486,593,481,1,309,494,600,672,671,484
1747537044474225204,0,440,0,484,595,482,0,305,491,597,673,670,483
1747537044572992340,0,442,0,480,594,482,0,305,490,597,672,672,483
1747537044675107471,0,440,0,484,595,481,0,302,489,598,673,670,483
1747537044773770043,0,438,0,477,593,481,0,302,491,598,670,670,483
1747537044872046984,0,436,0,478,594,481,2,304,489,598,671,669,482
1747537044974253108,0,439,3,470,596,483,0,304,490,598,670,672,483
1747537045073086350,0,436,0,486,596,482,2,303,488,599,671,670,484
