%time,field.layout.data_offset,field.data3,field.data1,field.data2,field.data0,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1747546173596678467,0,512,0,651,476,476,0,328,520,630,703,701,493
1747546173694881078,0,512,1,651,476,476,0,329,521,631,703,701,492
1747546173797339825,0,512,6,651,476,476,0,327,519,631,703,700,492
1747546173895529055,0,511,0,651,476,473,0,328,520,631,702,701,491
1747546173998061742,0,513,0,650,475,476,0,328,520,629,703,700,493
1747546174096452959,0,512,1,652,477,476,0,327,519,630,702,700,493
1747546174198498305,0,512,0,651,476,474,0,327,519,630,702,700,493
1747546174296880456,0,512,0,652,476,475,0,327,520,629,701,700,492
1747546174395277263,0,512,0,651,477,477,0,327,519,630,702,701,493
1747546174497833688,0,514,0,650,474,471,0,327,518,630,702,700,493
1747546174596677759,0,511,1,651,477,476,0,325,519,630,702,700,491
1747546174698745593,0,513,0,651,476,476,0,327,519,630,702,699,493
1747546174797292068,0,511,0,651,476,477,0,327,519,630,702,699,492
1747546174895916694,0,512,0,651,476,475,0,328,519,630,703,699,491
1747546174997698381,0,512,0,653,477,478,0,327,519,631,701,699,491
1747546175096850786,0,512,1,651,477,475,0,327,519,630,701,700,491
1747546175198955443,0,514,0,654,476,477,0,325,517,629,701,699,492
1747546175296564772,0,510,0,652,477,476,0,327,517,628,700,700,492
1747546175398744641,0,511,0,647,477,476,0,327,518,629,701,699,492
1747546175497242742,0,512,0,651,476,476,0,326,519,629,701,700,492
1747546175595546525,0,512,0,652,477,476,0,326,518,630,701,699,491
1747546175697828184,0,513,0,650,477,477,0,327,518,630,702,698,492
1747546175796170682,0,512,1,650,476,475,0,327,518,629,701,700,492
1747546175898313478,0,512,0,651,477,472,0,328,518,628,701,699,491
1747546175996889203,0,511,0,651,476,476,0,327,518,629,700,698,491
1747546176095613112,0,510,0,651,473,475,6,327,518,629,701,698,490
1747546176197655470,0,512,0,653,476,476,0,325,516,628,700,698,492
1747546176296105425,0,511,0,651,473,476,0,326,517,629,700,698,492
1747546176398074561,0,512,0,651,477,476,0,326,517,629,701,698,491
1747546176496442009,0,512,0,651,477,476,0,328,517,628,701,699,491
1747546176598757132,0,512,1,651,476,476,0,327,519,628,700,699,492
1747546176697400415,0,512,0,651,476,475,0,327,518,629,700,699,491
1747546176795531391,0,513,0,650,477,476,1,326,518,629,701,699,491
1747546176897730335,0,511,0,651,477,476,0,326,518,628,700,699,491
1747546176996253406,0,512,1,652,477,475,0,326,518,629,700,698,491
1747546177098367259,0,511,2,651,476,478,0,326,518,629,700,698,490
