%time,field.layout.data_offset,field.data0
1749302465190376765,0,315
1749302465190382045,0,316
1749302465194302564,0,316
1749302465194309248,0,316
1749302465194318825,0,316
1749302465194324295,0,317
1749302465194329577,0,315
1749302465194334309,0,317
1749302465194338859,0,315
1749302465194348343,0,317
1749302465194360011,0,316
1749302465194376132,0,318
1749302465194385514,0,316
1749302465198392699,0,316
1749302465198399561,0,316
1749302465198404887,0,316
1749302465198413380,0,316
1749302465198421787,0,316
1749302465198430913,0,316
1749302465198436062,0,315
1749302465198441527,0,316
1749302465198447508,0,317
1749302465198454711,0,316
1749302465198460682,0,315
1749302465202457166,0,316
1749302465202464131,0,316
1749302465202471155,0,316
1749302465202480435,0,315
1749302465202492344,0,316
1749302465202497802,0,316
1749302465202509093,0,316
1749302465202514793,0,316
1749302465202517891,0,311
1749302465202520538,0,316
1749302465202523356,0,316
1749302465202531609,0,316
1749302465202535656,0,316
1749302465202540350,0,316
1749302465202546135,0,316
1749302465202562534,0,316
1749302465206565941,0,317
1749302465206573017,0,316
1749302465206581036,0,320
1749302465206588361,0,316
1749302465206590743,0,316
1749302465206603674,0,316
1749302465206625196,0,316
1749302465206630018,0,316
1749302465206664876,0,317
1749302465206667864,0,316
1749302465206682721,0,317
1749302465206688099,0,316
1749302465206697554,0,315
1749302465206702296,0,322
1749302465206708283,0,316
1749302465206712530,0,314
1749302465210653281,0,316
1749302465210656418,0,316
1749302465210658105,0,316
1749302465210661174,0,315
1749302465210664340,0,316
1749302465210688413,0,316
1749302465210694181,0,316
1749302465210698068,0,315
1749302465210703845,0,316
1749302465210707782,0,315
1749302465210713084,0,316
1749302465210717792,0,317
1749302465210730595,0,316
1749302465210734552,0,316
1749302465210737798,0,316
1749302465210742987,0,317
1749302465214830396,0,315
1749302465214838142,0,317
1749302465214853113,0,316
1749302465214856553,0,316
1749302465214871670,0,316
1749302465214882030,0,320
1749302465214887357,0,317
1749302465214897751,0,315
1749302465214904374,0,316
1749302465214909076,0,316
1749302465214915628,0,315
1749302465214924798,0,317
1749302465214942598,0,316
1749302465214947096,0,316
1749302465214952247,0,316
1749302465214960251,0,316
1749302465219045472,0,316
1749302465219075398,0,316
1749302465219079527,0,316
1749302465219085161,0,315
1749302465219091834,0,316
1749302465219095919,0,316
1749302465219106904,0,317
1749302465219121745,0,316
1749302465219145750,0,318
1749302465219149550,0,316
1749302465219152387,0,316
1749302465223020405,0,316
