%time,field.layout.data_offset,field.data0,field.data1
1747537006894842372,0,1901,2313
1747537006914956581,0,1901,2313
1747537006934915219,0,1901,2313
1747537006954981446,0,1901,2313
1747537006974895763,0,1901,2313
1747537006994825196,0,1901,2313
1747537007015131107,0,1901,2313
1747537007035111877,0,1901,2313
1747537007055076322,0,1901,2313
1747537007074894304,0,1901,2313
1747537007095100690,0,1901,2313
1747537007114880610,0,1901,2313
1747537007135187348,0,1901,2313
1747537007155101223,0,1901,2313
1747537007175164379,0,1901,2313
1747537007194875487,0,1901,2313
1747537007215063396,0,1901,2313
1747537007235143821,0,1901,2313
1747537007255222237,0,1901,2313
1747537007275073552,0,1901,2313
1747537007294996827,0,1901,2313
1747537007315015057,0,1901,2313
1747537007334866317,0,1901,2313
1747537007354990366,0,1901,2313
1747537007375135328,0,1901,2313
1747537007395178210,0,1901,2313
1747537007415135298,0,1901,2313
1747537007435138175,0,1901,2313
1747537007455110505,0,1901,2313
1747537007475201920,0,1901,2313
1747537007495048836,0,1901,2313
1747537007514949366,0,1901,2313
1747537007534938504,0,1901,2313
1747537007555002539,0,1901,2313
1747537007574858377,0,1901,2313
1747537007594970421,0,1901,2313
1747537007615128849,0,1901,2313
1747537007635154447,0,1901,2313
1747537007655232242,0,1901,2313
1747537007675167376,0,1901,2313
1747537007695190701,0,1901,2313
1747537007715260507,0,1901,2313
1747537007735007300,0,1901,2313
1747537007755169765,0,1901,2313
1747537007775229800,0,1901,2313
1747537007795192989,0,1901,2313
1747537007814999066,0,1901,2313
1747537007834746403,0,1901,2313
1747537007854996229,0,1901,2313
1747537007874839887,0,1901,2313
1747537007895017642,0,1901,2313
1747537007914675822,0,1901,2313
1747537007935099710,0,1901,2313
1747537007955128882,0,1901,2313
1747537007975070666,0,1901,2313
1747537007995019165,0,1901,2313
1747537008014982890,0,1901,2313
1747537008035098782,0,1901,2313
1747537008055023670,0,1901,2313
1747537008074991729,0,1901,2313
1747537008095180130,0,1901,2313
1747537008115032324,0,1901,2313
