%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1754275020417430698,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020418200123,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020418284281,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020418851923,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020419254635,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020419736281,0,2.0770688280766807,3.894644674305815,3.9921154383887236,1.3119717419421462
1754275020420235812,0,2.0770688280766807,3.0784949738863925,3.8022163706135363,0.7301387779373841
1754275020420780011,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020421205507,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020421761234,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020422197998,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020422732560,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020423211024,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020423730329,0,2.0770688280766807,2.8114513353042176,3.8022163706135363,0.7301387779373841
1754275020424199827,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020424772835,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020425240243,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020425753312,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020426196563,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020426754903,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020427224755,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020427704906,0,2.0770688280766807,3.3488852575009456,3.9921154383887236,2.117822695108173
1754275020428246551,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020428707020,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020429234653,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020429779875,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020430208132,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020430771584,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020431265244,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020431719472,0,1.8821903669482136,3.0784949738863925,3.8022163706135363,1.5548536043765615
1754275020432255161,0,1.8821903669482136,3.3488852575009456,3.9921154383887236,1.5548536043765615
1754275020432786434,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020433263057,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020433787394,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020434213157,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020434785934,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020435246167,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020435727771,0,1.8821903669482136,0.32939270660706316,3.9921154383887236,1.910494663037563
1754275020436219016,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020436759917,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020437257820,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020437769525,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020438219274,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020438782252,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020439273928,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020439761600,0,2.0770688280766807,3.894644674305815,3.8022163706135363,1.910494663037563
1754275020440236402,0,1.8821903669482136,3.3488852575009456,3.6400337457638727,1.3119717419421462
1754275020440781352,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020441259310,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020441774771,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020442219966,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020442777513,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020443255735,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020443763958,0,1.8821903669482136,3.894644674305815,3.6400337457638727,1.3119717419421462
1754275020444273728,0,2.0770688280766807,3.3488852575009456,3.080671883487294,2.117822695108173
1754275020444788886,0,2.0770688280766807,3.3488852575009456,3.080671883487294,2.117822695108173
1754275020445257934,0,2.0770688280766807,3.3488852575009456,3.080671883487294,2.117822695108173
