time,csv1_field.data4,csv1_field.data7,csv2_field.data4,csv2_field.data7
1753067826547820926,0,0,2.9120461272227542,2.400618824079595
1753067826549792531,0,0,2.9120461272227542,2.064621435074644
1753067826551800839,0,0,2.9120461272227542,2.064621435074644
1753067826553804054,0,0,2.9120461272227542,1.671649743400468
1753067826555788406,0,0,2.9120461272227542,1.671649743400468
1753067826557779681,0,0,2.801396994258868,2.064621435074644
1753067826559805928,0,0,2.801396994258868,2.064621435074644
1753067826561782606,0,0,3.03734979595166,2.064621435074644
1753067826563745178,0,0,3.03734979595166,2.064621435074644
1753067826565742080,0,0,2.801396994258868,2.064621435074644
1753067826567727111,0,0,2.801396994258868,2.064621435074644
1753067826569776806,1,0,2.9120461272227542,2.064621435074644
1753067826571729588,1,0,2.9120461272227542,2.064621435074644
1753067826573784493,1,0,2.9120461272227542,2.064621435074644
1753067826575743552,1,0,2.9120461272227542,2.064621435074644
1753067826577853869,1,0,2.9120461272227542,3.581800397177057
1753067826579713052,1,-1,2.9120461272227542,3.581800397177057
1753067826581725827,1,0,2.861568175655758,2.8896658623997578
1753067826583758658,2,-1,2.801396994258868,1.671649743400468
1753067826585789030,2,0,2.851872092086359,3.7938538527123464
1753067826587737470,2,-1,2.9120461272227542,6.323845673169666
1753067826589778301,2,-1,3.03254900047694,3.5266841905639406
1753067826591737981,2,0,2.9120461272227542,2.064621435074644
1753067826593775840,2,-1,2.9120461272227542,2.064621435074644
1753067826595773113,2,0,2.9120461272227542,2.064621435074644
1753067826597737024,2,-1,2.8644751617335387,2.064621435074644
1753067826599738729,2,-1,2.4306331185516754,2.064621435074644
1753067826601740421,2,-1,2.4306331185516754,2.064621435074644
1753067826603752982,2,-1,1.763558422448143,1.671649743400468
1753067826605741423,2,-1,2.290665066508354,1.671649743400468
1753067826607779093,2,-2,2.801396994258868,2.400618824079595
1753067826609783821,2,-2,2.801396994258868,2.400618824079595
1753067826611773743,2,-2,2.801396994258868,1.671649743400468
1753067826613694291,2,-2,2.801396994258868,1.671649743400468
1753067826615782196,2,-3,2.801396994258868,1.28900819527105
1753067826617800300,2,-3,2.801396994258868,1.28900819527105
1753067826619734554,2,-3,2.801396994258868,1.1060693989965469
1753067826621744370,2,-3,2.801396994258868,1.1060693989965469
1753067826623756938,2,-3,3.03734979595166,1.1060693989965469
1753067826625704835,2,-3,3.03734979595166,1.1060693989965469
1753067826627742647,2,-3,2.9120461272227542,1.1060693989965469
1753067826629741994,2,-3,2.9120461272227542,1.1060693989965469
1753067826631701486,2,-3,2.801396994258868,1.1060693989965469
1753067826633704282,2,-3,2.801396994258868,1.1060693989965469
1753067826635707237,2,-2,2.9120461272227542,0.926796836561145
1753067826637706392,2,-3,2.9120461272227542,0.926796836561145
1753067826639723442,2,-2,2.801396994258868,1.28900819527105
1753067826641735658,2,-2,2.801396994258868,1.28900819527105
1753067826643795209,2,-2,2.801396994258868,0.926796836561145
1753067826645730887,2,-2,2.801396994258868,0.926796836561145
1753067826647733384,3,-2,2.801396994258868,1.28900819527105
1753067826649698382,3,-1,2.801396994258868,1.28900819527105
1753067826651762294,3,-1,2.801396994258868,1.28900819527105
1753067826653745370,3,-1,2.801396994258868,1.28900819527105
1753067826655682720,3,-1,2.4306331185516754,2.064621435074644
1753067826657662248,3,0,2.4306331185516754,2.064621435074644
1753067826659705341,3,0,4.030547826058842,1.671649743400468
1753067826661613440,3,0,4.030547826058842,1.671649743400468
1753067826663680200,3,0,3.6373418634482038,1.5492425217849377
1753067826665643532,3,0,2.4306331185516754,1.1060693989965469
1753067826667802016,3,0,2.4306331185516754,1.6914611776493116
1753067826670645246,3,0,4.030547826058842,2.064621435074644
1753067826672677870,3,0,2.801396994258868,2.064621435074644
1753067826674596848,3,0,2.801396994258868,2.064621435074644
1753067826676642412,3,1,2.801396994258868,2.400618824079595
1753067826678645545,3,1,2.801396994258868,2.400618824079595
1753067826680620564,3,1,2.801396994258868,2.064621435074644
1753067826682692821,3,1,2.801396994258868,2.064621435074644
1753067826684621653,3,1,2.801396994258868,10.965763928684778
1753067826686610042,3,1,2.801396994258868,10.965763928684778
1753067826688598987,3,1,2.9120461272227542,2.064621435074644
1753067826690637491,3,1,2.9120461272227542,2.064621435074644
1753067826692597898,3,1,2.801396994258868,2.064621435074644
1753067826694605045,3,1,2.801396994258868,2.064621435074644
1753067826696543129,3,1,2.801396994258868,2.064621435074644
1753067826698563558,3,1,2.801396994258868,2.064621435074644
1753067826700570333,3,1,2.9120461272227542,2.064621435074644
1753067826702583245,3,1,2.9120461272227542,2.064621435074644
1753067826704578055,4,1,2.801396994258868,2.064621435074644
1753067826706552956,4,1,2.801396994258868,2.064621435074644
1753067826708610212,4,1,2.8286828174666203,2.064621435074644
1753067826710549159,4,1,0.0,2.400618824079595
1753067826712558208,4,1,0.39108057493694015,2.078221667953203
1753067826714528997,4,1,2.9120461272227542,0.0
1753067826716533005,4,1,2.9120461272227542,0.0
1753067826718546169,4,1,2.801396994258868,2.064621435074644
1753067826720520470,4,1,2.801396994258868,2.064621435074644
1753067826722635121,5,1,2.4306331185516754,1.671649743400468
1753067826724526733,5,1,2.4306331185516754,1.671649743400468
1753067826726565862,5,1,2.801396994258868,2.064621435074644
1753067826728581408,5,1,2.801396994258868,2.064621435074644
1753067826730609498,5,1,2.4306331185516754,1.671649743400468
1753067826732548753,5,1,2.4306331185516754,1.671649743400468
1753067826734574043,6,1,1.763558422448143,2.064621435074644
1753067826736631066,6,1,1.9223313381303195,1.9710887892823317
1753067826738494900,6,1,2.9120461272227542,1.671649743400468
1753067826740562193,6,1,2.9120461272227542,1.671649743400468
1753067826742526258,6,1,2.801396994258868,1.671649743400468
1753067826744517854,6,1,2.801396994258868,1.671649743400468
1753067826746460558,6,2,2.801396994258868,1.671649743400468
1753067826748500670,6,2,2.801396994258868,1.671649743400468
1753067826750488759,6,1,2.801396994258868,2.064621435074644
1753067826752532201,6,1,2.801396994258868,2.064621435074644
1753067826754531397,6,2,2.801396994258868,1.671649743400468
1753067826756486491,6,2,2.801396994258868,1.671649743400468
1753067826758507319,6,1,2.801396994258868,1.671649743400468
1753067826760463665,6,2,2.801396994258868,1.671649743400468
1753067826762423883,6,2,2.801396994258868,2.064621435074644
1753067826764442695,6,2,2.801396994258868,2.064621435074644
1753067826766449837,6,1,2.9120461272227542,1.671649743400468
1753067826768494094,6,2,2.9120461272227542,1.671649743400468
1753067826770459254,6,2,2.8957774180691533,2.064621435074644
1753067826772441157,6,1,2.9120461272227542,2.064621435074644
1753067826774472198,6,2,2.4306331185516754,2.064621435074644
1753067826776451454,6,2,2.4306331185516754,2.064621435074644
1753067826778421025,6,2,2.757312265135147,1.7183750360080683
1753067826780433523,6,2,2.801396994258868,1.671649743400468
1753067826782424714,6,2,2.801396994258868,2.064621435074644
1753067826784370562,6,2,2.801396994258868,2.064621435074644
1753067826786416612,6,2,2.4306331185516754,0.0
1753067826788385826,6,2,2.4306331185516754,0.0
1753067826790427569,6,2,2.801396994258868,1.671649743400468
