%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1753067826547820926,0,1272,4009,2761,11396,313,664,6056,-4365
1753067826549792531,0,1272,4009,2761,11397,313,664,6056,-4365
1753067826551800839,0,1272,4009,2761,11397,313,664,6056,-4365
1753067826553804054,0,1272,4009,2761,11396,313,664,6056,-4365
1753067826555788406,0,1272,4009,2761,11396,313,664,6056,-4365
1753067826557779681,0,1272,4009,2760,11396,313,664,6056,-4365
1753067826559805928,0,1272,4009,2760,11396,313,664,6056,-4365
1753067826561782606,0,1272,4009,2760,11396,313,664,6056,-4365
1753067826563745178,0,1272,4009,2759,11396,313,664,6056,-4365
1753067826565742080,0,1272,4009,2759,11397,313,664,6056,-4365
1753067826567727111,0,1272,4009,2759,11396,313,664,6056,-4365
1753067826569776806,0,1272,4009,2759,11397,314,664,6055,-4365
1753067826571729588,0,1272,4009,2759,11396,314,664,6056,-4365
1753067826573784493,0,1272,4009,2759,11396,314,664,6056,-4365
1753067826575743552,0,1272,4009,2759,11396,314,664,6056,-4365
1753067826577853869,0,1272,4009,2759,11396,314,664,6056,-4365
1753067826579713052,0,1272,4009,2759,11397,314,664,6056,-4366
1753067826581725827,0,1272,4009,2759,11396,314,664,6056,-4365
1753067826583758658,0,1272,4009,2759,11396,315,664,6056,-4366
1753067826585789030,0,1272,4009,2759,11397,315,664,6055,-4365
1753067826587737470,0,1272,4009,2759,11396,315,664,6056,-4366
1753067826589778301,0,1272,4009,2760,11397,315,664,6056,-4366
1753067826591737981,0,1272,4009,2760,11396,315,664,6056,-4365
1753067826593775840,0,1272,4009,2760,11396,315,664,6056,-4366
1753067826595773113,0,1272,4009,2760,11396,315,664,6056,-4365
1753067826597737024,0,1272,4010,2760,11397,315,664,6056,-4366
1753067826599738729,0,1272,4009,2760,11396,315,664,6056,-4366
1753067826601740421,0,1272,4009,2760,11397,315,664,6056,-4366
1753067826603752982,0,1272,4009,2760,11396,315,664,6056,-4366
1753067826605741423,0,1272,4009,2761,11396,315,664,6056,-4366
1753067826607779093,0,1272,4009,2761,11397,315,664,6056,-4367
1753067826609783821,0,1272,4009,2761,11396,315,664,6056,-4367
1753067826611773743,0,1272,4009,2761,11396,315,664,6056,-4367
1753067826613694291,0,1272,4010,2761,11396,315,664,6056,-4367
1753067826615782196,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826617800300,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826619734554,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826621744370,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826623756938,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826625704835,0,1272,4010,2761,11396,315,664,6056,-4368
1753067826627742647,0,1272,4010,2760,11397,315,664,6056,-4368
1753067826629741994,0,1272,4010,2760,11397,315,664,6056,-4368
1753067826631701486,0,1272,4010,2760,11396,315,664,6056,-4368
1753067826633704282,0,1272,4011,2760,11396,315,664,6056,-4368
1753067826635707237,0,1272,4011,2759,11397,315,664,6056,-4367
1753067826637706392,0,1272,4011,2759,11396,315,664,6056,-4368
1753067826639723442,0,1272,4011,2758,11397,315,664,6056,-4367
1753067826641735658,0,1272,4012,2758,11396,315,664,6056,-4367
1753067826643795209,0,1272,4012,2757,11396,315,664,6056,-4367
1753067826645730887,0,1272,4012,2757,11396,315,664,6056,-4367
1753067826647733384,0,1272,4013,2757,11396,316,664,6056,-4367
1753067826649698382,0,1272,4013,2757,11396,316,664,6056,-4366
1753067826651762294,0,1272,4013,2757,11396,316,664,6056,-4366
1753067826653745370,0,1272,4013,2757,11396,316,664,6056,-4366
1753067826655682720,0,1272,4013,2757,11396,316,664,6056,-4366
1753067826657662248,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826659705341,0,1272,4014,2757,11396,316,664,6056,-4365
1753067826661613440,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826663680200,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826665643532,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826667802016,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826670645246,0,1272,4013,2757,11397,316,664,6056,-4365
1753067826672677870,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826674596848,0,1272,4013,2757,11396,316,664,6056,-4365
1753067826676642412,0,1272,4013,2758,11396,316,664,6056,-4364
1753067826678645545,0,1272,4013,2758,11397,316,664,6055,-4364
1753067826680620564,0,1272,4013,2758,11396,316,664,6056,-4364
1753067826682692821,0,1272,4013,2758,11397,316,664,6056,-4364
1753067826684621653,0,1272,4013,2758,11397,316,664,6056,-4364
1753067826686610042,0,1272,4013,2759,11397,316,664,6056,-4364
1753067826688598987,0,1272,4013,2759,11396,316,664,6056,-4364
1753067826690637491,0,1272,4013,2759,11396,316,664,6056,-4364
1753067826692597898,0,1272,4013,2759,11396,316,664,6056,-4364
1753067826694605045,0,1272,4013,2760,11396,316,664,6056,-4364
1753067826696543129,0,1272,4013,2760,11396,316,664,6056,-4364
1753067826698563558,0,1272,4013,2760,11397,316,664,6056,-4364
1753067826700570333,0,1272,4013,2760,11396,316,664,6056,-4364
1753067826702583245,0,1272,4013,2760,11396,316,664,6056,-4364
1753067826704578055,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826706552956,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826708610212,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826710549159,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826712558208,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826714528997,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826716533005,0,1272,4013,2760,11397,317,664,6056,-4364
1753067826718546169,0,1272,4013,2760,11396,317,664,6056,-4364
1753067826720520470,0,1272,4013,2760,11397,317,664,6056,-4364
1753067826722635121,0,1272,4013,2760,11396,318,664,6056,-4364
1753067826724526733,0,1272,4013,2760,11396,318,664,6056,-4364
