%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1754273625237031884,0,-228,7901,-3889,9734
1754273625239066745,0,-228,7901,-3889,9734
1754273625241024483,0,-228,7901,-3889,9734
1754273625243106667,0,-228,7901,-3890,9734
1754273625245020505,0,-227,7901,-3890,9734
1754273625247151972,0,-227,7901,-3890,9733
1754273625249056814,0,-227,7902,-3890,9733
1754273625251133429,0,-227,7902,-3890,9732
1754273625253075583,0,-227,7902,-3890,9732
1754273625255037434,0,-227,7902,-3890,9732
1754273625257044665,0,-227,7903,-3890,9732
1754273625258951526,0,-227,7903,-3890,9731
1754273625260912503,0,-227,7903,-3890,9731
1754273625262890029,0,-227,7903,-3890,9731
1754273625264889029,0,-227,7903,-3890,9731
1754273625266935086,0,-227,7903,-3890,9730
1754273625268915355,0,-227,7903,-3890,9730
1754273625270860027,0,-227,7903,-3890,9730
1754273625272868630,0,-227,7903,-3890,9729
1754273625274868586,0,-227,7903,-3890,9729
1754273625276886342,0,-227,7903,-3890,9729
1754273625278890734,0,-228,7903,-3890,9728
1754273625280898545,0,-228,7903,-3890,9728
1754273625282840154,0,-228,7903,-3890,9728
1754273625284919699,0,-228,7904,-3890,9728
1754273625286834531,0,-228,7904,-3890,9727
1754273625288821208,0,-228,7904,-3890,9727
1754273625290900769,0,-228,7905,-3890,9727
1754273625292866838,0,-228,7905,-3890,9727
1754273625294876562,0,-228,7906,-3890,9727
1754273625296878480,0,-228,7906,-3890,9727
1754273625298815744,0,-228,7906,-3890,9727
1754273625300817333,0,-228,7907,-3890,9727
1754273625302826372,0,-228,7907,-3890,9727
1754273625304860568,0,-228,7907,-3890,9727
1754273625306840098,0,-228,7907,-3890,9727
1754273625308838908,0,-228,7907,-3890,9727
1754273625310826570,0,-228,7907,-3890,9727
1754273625312928582,0,-228,7907,-3890,9726
1754273625314891135,0,-228,7906,-3890,9726
1754273625316873288,0,-228,7906,-3890,9726
1754273625318867642,0,-228,7905,-3890,9726
1754273625320882584,0,-228,7905,-3890,9726
1754273625322902651,0,-228,7904,-3890,9726
1754273625324847662,0,-228,7904,-3890,9726
1754273625326813875,0,-228,7903,-3890,9726
1754273625328827891,0,-228,7903,-3890,9726
1754273625330862429,0,-228,7903,-3890,9726
1754273625332812910,0,-228,7903,-3890,9726
1754273625334847333,0,-228,7902,-3890,9726
1754273625336772359,0,-228,7902,-3890,9726
1754273625338887433,0,-228,7901,-3890,9726
1754273625340775573,0,-228,7901,-3890,9727
1754273625342761290,0,-228,7900,-3890,9726
1754273625344802248,0,-228,7900,-3890,9726
1754273625346746935,0,-228,7900,-3890,9726
1754273625348769820,0,-228,7899,-3890,9726
1754273625350830883,0,-228,7899,-3890,9726
1754273625352740268,0,-228,7899,-3890,9726
1754273625354749303,0,-228,7899,-3890,9726
1754273625356801261,0,-228,7899,-3890,9726
1754273625358697862,0,-228,7899,-3890,9726
1754273625360703228,0,-228,7899,-3890,9726
1754273625362787722,0,-228,7899,-3890,9727
1754273625364820641,0,-228,7900,-3890,9727
1754273625366802007,0,-228,7900,-3890,9727
1754273625368707317,0,-228,7900,-3890,9727
1754273625370706309,0,-228,7900,-3890,9726
1754273625372787032,0,-228,7900,-3890,9726
1754273625374757137,0,-228,7900,-3890,9726
1754273625376747748,0,-227,7901,-3890,9726
1754273625378688968,0,-227,7901,-3890,9726
1754273625380727546,0,-227,7901,-3890,9726
1754273625382695563,0,-227,7901,-3890,9726
1754273625384712016,0,-227,7902,-3890,9726
1754273625386687816,0,-227,7902,-3890,9726
1754273625388722047,0,-227,7902,-3890,9726
1754273625390686239,0,-227,7903,-3890,9726
1754273625392623546,0,-227,7903,-3890,9726
1754273625394680113,0,-226,7903,-3890,9727
1754273625396648625,0,-226,7903,-3890,9726
1754273625398656119,0,-226,7903,-3890,9726
1754273625400646828,0,-227,7903,-3890,9726
1754273625402701767,0,-227,7903,-3890,9726
1754273625404612465,0,-226,7904,-3890,9726
1754273625406637044,0,-227,7904,-3890,9726
1754273625408574609,0,-227,7904,-3890,9726
1754273625410599302,0,-227,7904,-3890,9726
1754273625412601428,0,-227,7904,-3890,9726
