%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1754273625238116815,0,-228,7908,-3891,9729
1754273625240081821,0,-228,7908,-3891,9729
1754273625242111930,0,-228,7908,-3891,9729
1754273625244093752,0,-228,7908,-3891,9729
1754273625246126410,0,-227,7899,-3890,9732
1754273625248093872,0,-227,7899,-3890,9731
1754273625250143991,0,-227,7900,-3890,9730
1754273625252150398,0,-229,7903,-3890,9729
1754273625254116375,0,-229,7903,-3890,9729
1754273625256099482,0,-229,7909,-3890,9723
1754273625258119521,0,-229,7910,-3890,9723
1754273625260146516,0,-231,7904,-3890,9728
1754273625262138992,0,-231,7904,-3890,9728
1754273625264243181,0,-229,7910,-3890,9728
1754273625266109432,0,-229,7910,-3890,9728
1754273625268189675,0,-229,7921,-3890,9727
1754273625270187468,0,-229,7921,-3890,9727
1754273625272134938,0,-229,7901,-3890,9725
1754273625274131824,0,-229,7901,-3890,9724
1754273625276120972,0,-224,7895,-3890,9728
1754273625278133943,0,-224,7895,-3890,9728
1754273625280200616,0,-232,7895,-3891,9727
1754273625282145189,0,-232,7895,-3891,9727
1754273625284150836,0,-230,7895,-3891,9727
1754273625286193002,0,-230,7896,-3891,9727
1754273625288126969,0,-230,7902,-3891,9731
1754273625290135801,0,-230,7902,-3891,9731
1754273625292134089,0,-232,7897,-3891,9724
1754273625294200238,0,-232,7897,-3891,9724
1754273625296217456,0,-230,7898,-3891,9726
1754273625298268415,0,-230,7898,-3891,9726
1754273625300213331,0,-230,7895,-3891,9731
1754273625302209690,0,-230,7896,-3891,9731
1754273625304168901,0,-230,7896,-3891,9731
1754273625306142781,0,-230,7896,-3891,9731
1754273625308146286,0,-230,7894,-3891,9731
1754273625310195449,0,-230,7894,-3891,9731
1754273625312132098,0,-230,7905,-3891,9733
1754273625314134469,0,-230,7905,-3891,9732
1754273625316138765,0,-225,7890,-3891,9732
1754273625318191862,0,-225,7890,-3891,9732
1754273625320175041,0,-228,7897,-3891,9730
1754273625322193098,0,-228,7897,-3891,9730
1754273625324105652,0,-228,7896,-3891,9730
1754273625326080329,0,-228,7896,-3891,9730
1754273625328132098,0,-228,7898,-3891,9725
1754273625330120807,0,-228,7898,-3891,9725
1754273625332140338,0,-218,7897,-3891,9730
1754273625334042926,0,-218,7897,-3891,9730
1754273625336110266,0,-221,7901,-3891,9730
1754273625338113352,0,-221,7901,-3891,9730
1754273625340116496,0,-221,7900,-3891,9730
1754273625342193290,0,-222,7908,-3891,9733
1754273625344132998,0,-222,7907,-3891,9732
1754273625346195942,0,-225,7899,-3891,9725
1754273625348204751,0,-225,7899,-3891,9725
1754273625350132524,0,-228,7906,-3891,9725
1754273625352206730,0,-228,7906,-3891,9725
1754273625354147961,0,-221,7906,-3891,9730
1754273625356157347,0,-221,7906,-3891,9730
1754273625358312748,0,-225,7898,-3891,9725
1754273625360278601,0,-225,7898,-3891,9725
1754273625362099469,0,-221,7906,-3891,9730
1754273625364126749,0,-221,7906,-3891,9731
1754273625366172624,0,-221,7915,-3891,9731
1754273625368225056,0,-221,7915,-3891,9731
1754273625370251868,0,-226,7907,-3891,9731
1754273625372160483,0,-226,7907,-3891,9730
1754273625374220234,0,-221,7899,-3891,9730
1754273625376218326,0,-221,7899,-3891,9730
1754273625378184426,0,-236,7908,-3890,9719
1754273625380169140,0,-236,7908,-3890,9719
1754273625382157995,0,-216,7908,-3890,9734
1754273625384106290,0,-216,7908,-3890,9734
1754273625386143912,0,-227,7909,-3890,9725
1754273625388124492,0,-227,7909,-3890,9725
1754273625390134282,0,-227,7909,-3890,9725
1754273625392114286,0,-227,7910,-3890,9725
1754273625394167952,0,-203,7902,-3890,9746
1754273625396207391,0,-202,7902,-3889,9747
1754273625398237990,0,-225,7885,-3889,9725
1754273625400239473,0,-225,7885,-3889,9725
1754273625402186804,0,-222,7910,-3890,9730
1754273625404215064,0,-222,7910,-3890,9730
1754273625406235937,0,-221,7903,-3889,9730
1754273625408221852,0,-222,7903,-3890,9730
1754273625410198090,0,-222,7903,-3890,9730
1754273625412189592,0,-222,7903,-3890,9730
1754273625414137998,0,-222,7911,-3890,9730
1754273625416199026,0,-222,7911,-3890,9730
1754273625418141042,0,-212,7924,-3890,9732
1754273625420164041,0,-212,7924,-3890,9732
