%time,opos,force
1754273625237031884,0,2.5447932976964887
1754273625239066745,0,2.5447932976964887
1754273625241024483,0,2.5447932976964887
1754273625450577775,-7,1.8482193466481316
1754273625460480460,-7,2.08416042676523
1754273625462588005,-7,2.08416042676523
1754273625464514629,-7,2.08416042676523
1754273625466515813,-7,2.08416042676523
1754273625468528698,-7,2.08416042676523
1754273625470487446,-7,2.08416042676523
1754273625472509980,-7,2.08416042676523
1754273625474570152,-7,2.08416042676523
1754273625476484870,-7,1.6193153644729332
1754273625478522626,-7,1.6193153644729332
1754273625480482069,-7,2.08416042676523
1754273625482484885,-7,2.08416042676523
1754273625484414954,-7,0.8416847552133456
1754273625486484938,-7,0.8416847552133456
1754273625488450687,-7,2.259805479143738
1754273625490427434,-7,2.259805479143738
1754273625492456473,-7,2.08416042676523
1754273625494487142,-7,2.08416042676523
1754273625496452288,-7,2.08416042676523
1754273625498477539,-7,2.08416042676523
1754273625500429665,-7,1.6193153644729332
1754273625502364975,-7,1.6193153644729332
1754273625504465564,-7,2.08416042676523
1754273625506518520,-6,2.08416042676523
1754273625508420626,-7,2.08416042676523
1754273625510447915,-6,2.08416042676523
1754273625512645634,-6,1.8027206938233362
1754273625514488062,-6,1.6193153644729332
1754273625516650429,-6,1.6193153644729332
1754273625518535261,-6,1.6193153644729332
1754273625520522524,-7,1.6193153644729332
1754273625522519217,-6,1.6193153644729332
1754273625524478578,-6,1.6193153644729332
1754273625526552997,-7,1.6193153644729332
1754273625528525124,-6,1.6193153644729332
1754273625530476812,-6,1.6193153644729332
1754273625532498700,-6,1.6193153644729332
1754273625534391129,-6,1.6193153644729332
1754273625536635933,-6,1.3757328734795176
1754273625538390386,-6,1.2231712637531764
1754273625540414268,-6,1.2231712637531764
1754273625542466606,-6,1.6193153644729332
1754273625544373291,-5,1.6193153644729332
1754273625546396287,-6,1.6193153644729332
1754273625548504066,-5,1.5305183209221305
1754273625550407465,-5,1.4129264018383767
1754273625552371153,-5,1.4129264018383767
1754273625554379694,-5,1.4129264018383767
1754273625556354006,-5,1.4129264018383767
1754273625558373006,-5,0.8416847552133456
1754273625560378831,-5,0.8416847552133456
1754273625562338639,-5,1.4129264018383767
1754273625564392175,-4,1.4129264018383767
1754273625566347531,-5,0.8416847552133456
1754273625568322813,-4,0.8416847552133456
1754273625570378428,-4,1.2231712637531764
1754273625572259925,-4,1.2231712637531764
1754273625574310522,-4,1.6193153644729332
1754273625576320383,-3,1.6193153644729332
1754273625578334885,-3,2.08416042676523
1754273625580269917,-3,2.08416042676523
1754273625582284053,-3,1.6193153644729332
1754273625584269535,-2,1.6193153644729332
1754273625586287420,-2,0.1629928931682267
1754273625588289589,-2,0.1629928931682267
1754273625590264760,-1,1.4129264018383767
1754273625592340710,-1,1.4129264018383767
1754273625594328417,-1,1.4129264018383767
1754273625596321936,-1,1.4129264018383767
1754273625598262669,-1,1.4129264018383767
1754273625600261867,0,1.4129264018383767
1754273625602334644,0,1.4129264018383767
1754273625604252779,0,1.4129264018383767
1754273625606309396,0,1.4129264018383767
1754273625608259150,0,1.2231712637531764
1754273625609311106,1,1.2231712637531764
1754273625611268129,1,1.2231712637531764
1754273625613202685,1,1.2231712637531764
1754273625615211040,1,1.2231712637531764
1754273625617204303,1,1.2231712637531764
1754273625619211869,2,0.8416847552133456
1754273625621229207,2,0.8416847552133456
1754273625623209419,2,0.8416847552133456
1754273625625182909,2,0.8416847552133456
1754273625627171046,2,0.8416847552133456
1754273625629213391,2,0.8416847552133456
1754273625631204048,3,0.8416847552133456
1754273625633208386,3,0.8416847552133456
1754273625635170522,3,1.2231712637531764
1754273625637146452,4,1.2231712637531764
1754273625639181619,4,1.2231712637531764
1754273625641175847,5,0.8416847552133456
1754273625643145512,5,0.8416847552133456
1754273625645184831,6,0.8416847552133456
1754273625647170233,6,0.8416847552133456
1754273625649153666,7,0.8416847552133456
1754273625651211725,7,0.8416847552133456
1754273625653160430,8,0.572810217962847
1754273625655201992,8,0.572810217962847
1754273625657166777,9,2.9076563633187473
1754273625659182932,9,2.9076563633187473
1754273625661163434,9,0.8416847552133456
1754273625663194688,10,0.8416847552133456
1754273625665083508,10,0.8416847552133456
1754273625667111425,11,0.8416847552133456
1754273625669180153,11,0.8416847552133456
1754273625671055359,12,0.8416847552133456
1754273625673072464,13,0.1629928931682267
1754273625675074272,13,0.1629928931682267
1754273625677091782,14,1.2231712637531764
1754273625679118024,14,1.2231712637531764
1754273625681060167,15,0.8416847552133456
1754273625683003857,15,0.8416847552133456
1754273625685045407,16,1.4129264018383767
1754273625687075195,16,1.4129264018383767
1754273625689065847,17,1.4129264018383767
1754273625691046190,18,1.4129264018383767
1754273625693076180,18,1.4129264018383767
1754273625695053943,19,1.4129264018383767
1754273625697041206,19,1.2231712637531764
1754273625699043896,20,1.2231712637531764
1754273625701033738,21,1.2231712637531764
1754273625703013599,21,1.2231712637531764
1754273625705089190,21,1.4129264018383767
1754273625707041130,21,1.4129264018383767
1754273625709062651,22,1.2231712637531764
1754273625710999168,22,1.2231712637531764
1754273625712978316,22,1.4129264018383767
1754273625714996860,22,1.4129264018383767
1754273625716995380,22,1.2231712637531764
1754273625718997333,22,1.2231712637531764
1754273625720974152,23,0.0
1754273625722995058,23,0.0
1754273625724976833,23,0.0
1754273625726998100,23,1.2231712637531764
1754273625728995248,24,1.2231712637531764
1754273625730894660,24,1.2231712637531764
1754273625732941119,25,1.2231712637531764
1754273625734917101,25,0.8416847552133456
1754273625736926978,25,0.8416847552133456
1754273625738946573,25,0.1629928931682267
1754273625740911098,26,0.1629928931682267
1754273625742948913,26,0.8416847552133456
1754273625744959324,27,0.8416847552133456
1754273625746983031,27,0.8416847552133456
1754273625748956974,28,0.8416847552133456
1754273625750988860,28,0.8416847552133456
1754273625752928653,28,0.8416847552133456
1754273625754900450,29,0.572810217962847
1754273625756906302,30,0.572810217962847
1754273625758914779,30,0.0
1754273625760936268,31,0.0
1754273625762919846,31,0.572810217962847
1754273625764903453,32,0.572810217962847
1754273625766937065,32,0.8416847552133456
1754273625768889292,33,0.8416847552133456
1754273625770943401,34,0.8416847552133456
1754273625773010264,34,0.8416847552133456
1754273625774824223,36,0.8416847552133456
1754273625776856118,36,0.8416847552133456
1754273625778857310,37,0.572810217962847
1754273625780886214,37,0.572810217962847
1754273625782902206,38,0.8416847552133456
1754273625784895314,39,0.8416847552133456
1754273625786873039,40,0.8416847552133456
1754273625788972114,40,0.8416847552133456
1754273625790884713,41,1.2231712637531764
1754273625792917432,42,1.2231712637531764
1754273625794868889,43,1.2231712637531764
1754273625796920888,43,1.2231712637531764
1754273625798856185,44,1.2231712637531764
1754273625800884052,45,1.2231712637531764
1754273625802852583,46,1.2231712637531764
1754273625804876040,46,1.2231712637531764
1754273625806872513,47,1.2231712637531764
1754273625808889272,48,1.2231712637531764
1754273625810881398,49,1.2231712637531764
1754273625812836140,50,1.4129264018383767
1754273625814923871,51,1.4129264018383767
1754273625816903941,51,1.4129264018383767
1754273625818855108,52,1.4129264018383767
1754273625820987412,53,1.6193153644729332
1754273625822932631,54,1.6193153644729332
1754273625824943840,55,2.08416042676523
1754273625826981068,56,2.08416042676523
1754273625828953701,57,2.259805479143738
1754273625830989572,57,2.259805479143738
1754273625832873301,59,2.259805479143738
1754273625834860144,59,2.259805479143738
1754273625836877105,60,2.5447932976964887
1754273625838853221,61,2.5447932976964887
1754273625840898539,61,2.5447932976964887
1754273625842834152,62,2.5447932976964887
1754273625844771931,63,2.08416042676523
1754273625846828785,63,2.08416042676523
1754273625848803237,64,2.7239593458272595
1754273625850718081,64,2.7239593458272595
1754273625852719121,64,2.7239593458272595
1754273625854767979,65,2.7239593458272595
1754273625856806701,65,2.8985058608243577
1754273625858816901,65,2.9076563633187473
1754273625860727491,66,3.215204475119713
1754273625862771936,66,3.2903487304364156
1754273625864800583,67,3.2903487304364156
1754273625866709769,67,3.2903487304364156
1754273625868824160,67,3.2903487304364156
1754273625870738951,68,3.2903487304364156
1754273625872691990,68,3.5384135976802122
1754273625874661955,68,3.6830674133475267
1754273625876672997,69,3.4088384811901675
1754273625878682436,69,3.2903487304364156
1754273625880697225,69,3.842096081594127
1754273625882696081,70,4.0199341885525275
1754273625884673920,70,3.802543106382661
1754273625886654001,71,3.6830674133475267
1754273625888681012,71,3.8944892772580753
1754273625890691239,72,4.0199341885525275
1754273625892637362,72,4.0199341885525275
1754273625894727986,73,4.0199341885525275
1754273625896724816,74,4.0199341885525275
1754273625898671793,74,4.0199341885525275
1754273625900660044,75,4.0199341885525275
1754273625902629146,75,3.6830674133475267
1754273625904648433,76,3.6830674133475267
1754273625906657605,77,3.6830674133475267
1754273625908701486,78,3.6830674133475267
1754273625910611031,78,3.6830674133475267
1754273625912608072,79,3.6830674133475267
1754273625914592557,80,2.9076563633187473
1754273625916649033,81,2.9076563633187473
1754273625918626277,81,4.0199341885525275
1754273625920631649,82,4.0199341885525275
1754273625922589623,83,4.49811370657002
1754273625924565430,84,4.49811370657002
1754273625926541857,85,4.49811370657002
1754273625928569555,86,4.49811370657002
1754273625930559575,87,4.49811370657002
1754273625932521357,87,4.49811370657002
1754273625934544510,88,4.0199341885525275
1754273625936549441,89,4.0199341885525275
1754273625938581196,89,4.52057139035732
1754273625940526722,90,4.844691275123071
1754273625942578583,91,4.844691275123071
1754273625944544643,91,4.844691275123071
1754273625946543808,92,4.844691275123071
1754273625948505795,92,4.844691275123071
1754273625950543613,93,4.844691275123071
1754273625952521252,93,4.844691275123071
1754273625954605110,94,5.055884593665302
1754273625956542420,94,5.200843393473979
1754273625958641777,94,4.960469534068463
1754273625960539684,94,4.844691275123071
1754273625962550310,94,4.844691275123071
1754273625964525784,95,4.844691275123071
1754273625966595701,95,5.165070227485891
1754273625968502449,95,5.4030789039733484
1754273625970533104,95,5.132751622152085
1754273625972423725,95,4.844691275123071
1754273625974502489,95,4.578191598033424
1754273625976520021,95,4.0199341885525275
1754273625978592666,95,4.292943444884742
1754273625980449256,96,4.49811370657002
1754273625982446650,96,4.49811370657002
1754273625984477213,96,4.0199341885525275
1754273625986535387,95,4.0199341885525275
1754273625988509227,96,4.49811370657002
1754273625990518261,96,4.49811370657002
1754273625992468139,96,3.6830674133475267
1754273625994471739,96,3.6830674133475267
1754273625996423223,96,3.6830674133475267
1754273625998427108,96,3.6830674133475267
1754273626000432213,96,3.6830674133475267
1754273626002475715,96,3.6830674133475267
1754273626004505769,96,3.2903487304364156
1754273626006401081,96,3.2903487304364156
1754273626008418811,97,2.9076563633187473
1754273626010475068,97,2.9076563633187473
1754273626012411027,97,2.9076563633187473
1754273626014437918,97,2.9076563633187473
1754273626016402296,97,2.9076563633187473
1754273626018428834,98,2.9076563633187473
1754273626020399282,98,2.7239593458272595
1754273626022408993,98,2.7239593458272595
1754273626024384759,98,2.7239593458272595
1754273626026463741,99,2.7239593458272595
1754273626028663376,99,2.7239593458272595
1754273626030394487,100,2.7239593458272595
1754273626032465479,100,2.7583253114667237
1754273626034448328,100,2.9076563633187473
1754273626036560973,100,2.9076563633187473
1754273626038421004,101,2.9076563633187473
1754273626040614497,101,2.5215595691892987
1754273626042402506,101,2.259805479143738
1754273626044357820,101,2.287428205059486
1754273626046336518,102,2.9076563633187473
1754273626048357460,102,2.9076563633187473
1754273626050343824,102,2.9076563633187473
1754273626052324860,102,2.9275540722924887
1754273626054428020,103,3.2903487304364156
1754273626056570046,103,3.2903487304364156
1754273626058431229,103,3.2903487304364156
1754273626060341435,104,3.272650831184465
1754273626062396004,104,2.9076563633187473
1754273626064688238,104,3.137530082595134
1754273626066444346,105,3.2903487304364156
1754273626068346584,105,3.2903487304364156
1754273626070360322,105,1.4129264018383767
1754273626072333804,106,1.4129264018383767
1754273626074350480,106,3.2903487304364156
1754273626076380152,106,3.2903487304364156
1754273626078305529,107,2.9076563633187473
1754273626080305134,107,2.9076563633187473
1754273626082334339,107,3.2903487304364156
1754273626084328153,107,3.2903487304364156
1754273626086322558,108,3.2903487304364156
1754273626088270589,108,3.2903487304364156
1754273626090293536,109,4.0199341885525275
1754273626092317978,110,4.0199341885525275
1754273626094296834,110,3.6830674133475267
1754273626096263422,111,3.6830674133475267
1754273626098277428,111,3.2903487304364156
1754273626100241954,112,3.2903487304364156
1754273626102314359,113,3.6830674133475267
1754273626104366445,113,3.6830674133475267
1754273626106286003,114,4.0199341885525275
1754273626108335420,115,4.0199341885525275
1754273626110381721,116,4.013712630328644
1754273626112256146,116,3.6830674133475267
1754273626114286781,117,3.6830674133475267
1754273626116242365,117,4.0199341885525275
1754273626118313044,119,4.0199341885525275
1754273626120271019,120,4.0199341885525275
1754273626122283352,121,4.0199341885525275
1754273626124262348,122,3.6830674133475267
1754273626126262007,123,3.6830674133475267
1754273626128191117,124,4.49811370657002
1754273626130283360,124,4.49811370657002
1754273626132253058,126,4.49811370657002
1754273626134275456,127,4.49811370657002
1754273626136194982,128,4.597648014709377
1754273626138260063,129,4.597648014709377
1754273626140152396,130,4.844691275123071
1754273626142150001,131,4.844691275123071
1754273626144143411,132,4.844691275123071
1754273626146144659,134,4.844691275123071
1754273626148204927,135,5.4030789039733484
1754273626150226011,136,5.4030789039733484
1754273626152111693,137,5.200843393473979
1754273626154110173,139,5.200843393473979
1754273626156119475,140,5.4030789039733484
1754273626158149829,141,5.4030789039733484
1754273626160234649,142,5.4030789039733484
1754273626162139834,144,5.4030789039733484
1754273626164219685,144,5.941170640920422
1754273626166192655,146,5.941170640920422
1754273626168122544,147,5.4030789039733484
1754273626170184441,148,5.4030789039733484
1754273626172154770,149,6.23897779833459
1754273626174201183,150,6.23897779833459
1754273626176162155,151,6.23897779833459
1754273626178058839,152,6.23897779833459
1754273626180027097,153,6.23897779833459
1754273626182075992,153,6.23897779833459
1754273626184071182,154,6.23897779833459
1754273626186090553,155,6.23897779833459
1754273626188076706,156,5.941170640920422
1754273626190076935,156,5.941170640920422
1754273626192116151,157,5.941170640920422
1754273626194055481,157,5.941170640920422
1754273626196088276,158,5.941170640920422
1754273626198026957,158,6.23897779833459
1754273626200152935,158,6.23897779833459
1754273626202020568,159,5.941170640920422
1754273626204062880,159,5.941170640920422
1754273626206067791,160,5.941170640920422
1754273626208032401,160,5.941170640920422
1754273626210060300,160,5.200843393473979
1754273626212155120,160,5.200843393473979
1754273626214045473,161,5.941170640920422
1754273626216003835,161,5.941170640920422
1754273626218048509,161,4.597648014709377
1754273626220014444,161,4.597648014709377
1754273626222059938,161,3.6830674133475267
1754273626223970146,162,3.6830674133475267
1754273626225999932,162,4.49811370657002
1754273626228003763,162,4.49811370657002
1754273626229984978,162,4.49811370657002
1754273626232024128,162,4.49811370657002
1754273626234020875,163,3.6830674133475267
1754273626236016865,163,3.6830674133475267
1754273626238002277,163,3.2903487304364156
1754273626239992479,163,3.2903487304364156
1754273626241962651,163,3.2903487304364156
1754273626243990316,163,3.2903487304364156
1754273626245937726,164,2.9076563633187473
1754273626247955652,164,2.9076563633187473
1754273626249910089,165,2.9076563633187473
1754273626251880626,165,2.9076563633187473
1754273626253902274,165,3.2903487304364156
1754273626255994034,166,3.2903487304364156
1754273626257953635,166,2.9076563633187473
1754273626259874388,167,2.9076563633187473
1754273626261961633,168,2.5447932976964887
1754273626263961583,168,2.5447932976964887
1754273626265971835,169,3.2903487304364156
1754273626267987032,170,3.2903487304364156
1754273626269946800,171,3.6830674133475267
1754273626271882953,172,3.6830674133475267
1754273626273985394,172,3.6830674133475267
1754273626275893769,173,3.6830674133475267
1754273626277880248,174,3.2903487304364156
1754273626279923435,175,3.2903487304364156
1754273626281940306,176,3.2903487304364156
1754273626283906379,177,4.0199341885525275
1754273626285871388,178,4.0199341885525275
1754273626287961814,179,4.49811370657002
1754273626289896459,179,4.49811370657002
1754273626291894640,181,4.597648014709377
1754273626293902458,182,4.597648014709377
1754273626295923309,183,4.844691275123071
1754273626297837652,184,4.844691275123071
1754273626299857915,185,4.844691275123071
1754273626301931253,186,4.844691275123071
1754273626303883837,187,4.844691275123071
1754273626305857619,188,4.844691275123071
1754273626307877796,189,5.200843393473979
1754273626309840484,190,5.200843393473979
1754273626311933907,191,5.4030789039733484
1754273626313853745,192,5.4030789039733484
1754273626315923235,194,5.4030789039733484
1754273626317820307,194,5.4030789039733484
1754273626319845673,195,6.23897779833459
1754273626321833337,196,6.23897779833459
1754273626323821445,197,6.23897779833459
1754273626325804985,198,6.23897779833459
1754273626327787698,198,6.23897779833459
1754273626329824567,199,6.23897779833459
1754273626331823128,200,5.9518840176184
1754273626333831084,200,5.941170640920422
1754273626335868413,201,6.23897779833459
1754273626337841528,201,6.23897779833459
1754273626339841772,202,6.23897779833459
1754273626341822550,203,6.23897779833459
1754273626343784051,204,5.953210625581516
1754273626345768887,204,5.941170640920422
1754273626347794251,205,5.941170640920422
1754273626349756387,205,5.941170640920422
1754273626351789174,206,5.4652679637012715
1754273626353788939,207,5.4030789039733484
1754273626355716453,207,5.822016930652023
1754273626357813102,207,5.941170640920422
1754273626359749848,208,5.4689898944106545
1754273626361733116,209,5.4030789039733484
1754273626363690985,209,5.254566227920627
1754273626365788361,210,5.200843393473979
1754273626367791532,211,5.200843393473979
1754273626369793897,212,4.844691275123071
1754273626371772457,212,4.844691275123071
1754273626373745488,213,4.844691275123071
1754273626375704135,214,4.844691275123071
1754273626377739720,215,4.844691275123071
1754273626379663811,215,4.844691275123071
1754273626381781383,217,4.597648014709377
1754273626383708739,218,4.597648014709377
1754273626385695436,219,4.844691275123071
1754273626387691504,220,4.844691275123071
1754273626389648515,221,4.597648014709377
1754273626391772807,222,4.597648014709377
1754273626393675149,223,4.844691275123071
1754273626395683466,224,4.844691275123071
1754273626397680620,226,4.844691275123071
1754273626399689513,227,4.844691275123071
1754273626401658640,228,5.4030789039733484
1754273626403697185,229,5.4030789039733484
1754273626405689479,230,5.200843393473979
1754273626407676605,232,5.200843393473979
1754273626409726282,233,5.941170640920422
1754273626411685665,234,5.941170640920422
1754273626413825839,236,5.467419260509628
1754273626415644133,238,5.4030789039733484
1754273626417660065,238,5.715573904370195
1754273626419631018,239,5.941170640920422
1754273626421598724,241,6.074568555605582
1754273626423637097,242,6.23897779833459
1754273626425625266,243,6.23897779833459
1754273626427627362,244,6.23897779833459
1754273626429643215,245,6.4761870512417
1754273626431640722,246,6.614454329981485
1754273626433623243,247,6.646429998913974
1754273626435642887,248,6.671950139689729
1754273626437671943,249,6.6335600955859855
1754273626439594311,249,6.614454329981485
1754273626441699856,250,6.656439255282493
1754273626443568699,251,6.671950139689729
1754273626445580546,251,6.671950139689729
1754273626447603941,252,6.671950139689729
1754273626449543999,252,6.671950139689729
1754273626451567925,253,6.671950139689729
1754273626453613984,254,6.671950139689729
1754273626455564799,254,6.671950139689729
1754273626457515449,254,6.671950139689729
1754273626459607298,255,6.614454329981485
1754273626461542020,255,6.614454329981485
1754273626463534504,256,5.941170640920422
1754273626465533260,256,5.941170640920422
1754273626467561325,256,6.671950139689729
1754273626469467745,257,6.671950139689729
1754273626471512542,257,5.4030789039733484
1754273626473589066,257,5.4030789039733484
1754273626475516388,258,5.200843393473979
1754273626477533708,258,5.200843393473979
1754273626479521845,259,5.200843393473979
1754273626481462755,259,5.200843393473979
1754273626483507021,260,4.49811370657002
1754273626485468751,260,4.49811370657002
1754273626487464764,261,4.844691275123071
1754273626489409400,261,4.844691275123071
1754273626491529880,262,4.597648014709377
1754273626493529230,263,4.597648014709377
1754273626495524330,263,4.558655009203597
1754273626497428470,264,4.49811370657002
1754273626499494789,265,4.49811370657002
1754273626501527241,266,4.49811370657002
1754273626503731804,267,3.8534099780406366
1754273626505480882,268,3.6830674133475267
1754273626507632261,269,3.8762216925997497
1754273626509513985,270,4.0199341885525275
1754273626511534857,271,4.188909692499583
1754273626513517496,272,4.49811370657002
1754273626515804643,273,4.49811370657002
1754273626517509955,274,4.49811370657002
1754273626519580992,275,5.197350467616788
1754273626521506336,277,5.941170640920422
1754273626523722954,278,5.941170640920422
