%time,field.layout.data_offset,field.data3,field.data1,field.data2,field.data0,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1747553118914133362,0,507,0,512,544,252,0,318,508,619,691,690,488
1747553119012604604,0,507,0,510,533,252,0,319,508,619,691,689,489
1747553119114911625,0,504,0,510,545,251,0,319,509,619,693,691,488
1747553119212945826,0,505,0,511,545,252,0,321,509,618,695,691,488
1747553119315464252,0,503,0,510,545,251,0,320,510,619,692,692,487
1747553119414030936,0,506,0,513,545,249,0,320,510,620,692,691,488
1747553119512144287,0,505,0,514,543,251,0,320,509,619,692,691,489
1747553119614102251,0,502,0,510,543,252,0,319,510,620,692,691,488
1747553119712848801,0,503,0,511,544,250,0,320,509,619,691,691,489
1747553119814914583,0,504,0,512,545,251,1,320,505,620,692,690,489
1747553119913666434,0,505,0,510,544,252,0,320,509,620,693,689,487
1747553120011987366,0,504,0,514,544,250,0,319,512,621,692,691,488
1747553120114365871,0,505,0,512,540,252,0,318,509,619,692,691,489
1747553120212382921,0,505,0,510,544,256,0,319,508,619,692,691,487
1747553120314900708,0,504,0,511,544,252,0,319,509,619,692,691,489
1747553120413516456,0,505,0,512,544,252,0,320,510,619,691,692,488
1747553120511957339,0,503,0,511,545,252,0,319,509,619,692,689,488
1747553120613898883,0,504,1,513,544,251,0,319,510,619,691,690,488
1747553120712624117,0,505,0,511,543,251,0,319,509,620,692,691,489
1747553120814442656,0,505,0,512,544,251,0,319,508,618,691,691,488
1747553120913154784,0,504,0,509,545,251,0,318,508,618,690,688,488
1747553121015595358,0,504,0,512,538,251,0,317,506,615,687,686,484
1747553121113885379,0,504,0,510,545,252,0,319,508,619,691,689,487
1747553121212174943,0,504,0,513,545,251,0,315,504,612,684,683,483
1747553121314522963,0,503,0,511,544,252,0,315,505,614,687,687,484
1747553121412655853,0,504,0,510,543,252,0,319,509,619,691,691,488
1747553121515263816,0,503,1,511,545,251,0,321,510,620,692,690,489
1747553121613532785,0,505,0,513,534,252,0,320,510,620,691,691,488
1747553121711906820,0,503,0,511,543,238,0,319,509,621,691,690,488
1747553121814178218,0,504,0,503,540,251,0,302,498,614,689,689,487
1747553121912161854,0,504,0,511,545,252,0,315,506,616,690,690,487
1747553122014928810,0,505,0,511,544,253,0,319,507,618,690,689,487
1747553122113468470,0,505,0,510,546,250,0,319,508,617,690,687,487
1747553122215657534,0,504,0,512,534,253,0,320,510,619,690,690,487
1747553122313926222,0,505,0,511,544,251,0,319,509,619,690,689,487
1747553122412055100,0,505,0,513,545,250,0,319,509,617,690,689,486
1747553122514190310,0,501,0,511,544,252,0,319,508,619,690,690,487
1747553122612957031,0,505,20,511,545,252,0,319,508,618,690,690,487
1747553122715151479,0,502,0,511,545,251,0,318,508,618,690,687,487
1747553122813804313,0,504,0,511,543,252,0,319,509,618,690,689,486
1747553122911789953,0,503,0,512,545,253,0,319,508,619,691,689,487
1747553123014032598,0,506,1,512,545,250,0,319,509,618,689,689,488
1747553123112639420,0,503,0,516,544,253,0,319,508,619,691,689,488
1747553123215130428,0,505,4,510,544,249,0,319,507,618,690,688,488
1747553123313430935,0,504,0,511,546,251,0,321,508,617,689,689,487
1747553123415413170,0,506,0,514,545,250,0,318,508,618,690,689,486
1747553123513658751,0,502,0,509,544,251,0,319,508,618,691,689,487
1747553123611910887,0,506,0,516,544,251,0,324,510,619,691,690,487
1747553123714349329,0,504,0,515,543,264,0,320,508,618,690,689,488
1747553123812657646,0,506,0,511,544,252,0,319,508,618,690,689,488
1747553123915077500,0,504,0,512,545,251,0,320,508,618,689,689,487
1747553124013294166,0,507,0,513,545,251,0,319,508,619,690,688,487
1747553124112145853,0,505,0,512,544,246,0,320,508,619,691,689,487
1747553124214170301,0,504,0,514,545,250,0,318,508,618,690,689,487
1747553124312804956,0,506,0,514,544,250,0,320,509,617,690,690,488
1747553124414554937,0,505,0,509,544,251,0,317,507,618,690,688,487
1747553124512861269,0,505,0,513,545,250,0,319,508,617,690,688,487
1747553124611976877,0,504,0,513,543,252,0,319,508,618,690,687,487
1747553124714344728,0,505,5,512,544,250,0,320,508,618,691,688,487
1747553124812977526,0,505,0,512,545,250,0,318,508,619,690,689,487
1747553124914921645,0,506,0,512,544,252,0,318,507,618,690,689,488
1747553125013037945,0,505,0,511,543,250,0,318,509,618,689,690,487
1747553125115601485,0,504,0,514,544,250,0,320,508,618,689,689,488
1747553125214162337,0,505,0,513,544,251,0,319,508,618,689,688,488
1747553125312158906,0,505,1,512,544,250,0,319,509,619,690,689,487
1747553125414578481,0,505,0,513,545,252,0,320,509,619,690,689,487
1747553125513163802,0,506,1,511,546,251,0,321,509,618,689,689,488
1747553125615243820,0,505,1,511,545,249,0,318,508,617,690,688,487
1747553125713799101,0,506,0,515,544,250,0,319,507,617,688,688,487
1747553125811785058,0,504,0,513,543,250,0,319,506,617,688,688,486
1747553125914239895,0,504,0,513,546,251,0,320,508,618,689,688,487
1747553126012936795,0,504,0,510,544,250,0,319,508,618,689,688,486
1747553126115149910,0,505,1,512,544,253,0,319,507,618,689,688,486
1747553126213290093,0,505,0,512,544,251,0,318,507,617,689,688,487
1747553126315790484,0,505,0,514,542,251,0,319,507,617,688,689,487
1747553126414237466,0,505,0,512,544,251,0,319,508,617,688,688,486
1747553126512423024,0,504,0,512,545,252,0,318,508,617,689,687,486
1747553126615104173,0,504,0,512,544,251,2,318,507,618,689,688,486
1747553126713170932,0,503,0,514,544,252,0,318,507,617,688,688,486
1747553126815255798,0,505,0,513,545,251,0,318,507,616,689,688,486
1747553126913954022,0,503,1,512,546,253,0,319,507,617,688,688,487
1747553127012335235,0,506,0,513,549,251,0,319,507,615,686,687,486
1747553127114563974,0,505,0,512,547,252,0,318,508,617,687,687,485
1747553127212916765,0,504,0,514,548,250,0,318,508,616,688,687,486
1747553127315245748,0,504,0,513,548,251,0,317,506,616,687,687,486
1747553127413406753,0,492,0,512,550,241,0,318,506,615,687,687,485
1747553127515651879,0,504,1,511,551,250,0,318,506,616,686,687,486
1747553127614306929,0,505,0,512,551,251,0,318,506,616,686,686,486
1747553127712631809,0,505,0,511,552,251,0,317,506,616,686,686,485
1747553127814950468,0,504,1,514,552,250,0,318,507,617,687,686,485
1747553127913068412,0,505,1,513,554,249,0,317,507,615,687,687,486
1747553128015530215,0,505,0,511,555,252,0,317,506,615,687,686,485
1747553128113861433,0,504,0,512,555,252,0,318,505,615,686,686,486
1747553128212341864,0,504,0,510,558,251,0,317,506,615,686,686,486
1747553128314838529,0,504,0,512,552,251,0,317,505,615,686,685,484
1747553128413148562,0,504,3,514,557,251,0,318,507,616,686,686,485
1747553128515333707,0,502,0,512,556,251,0,317,506,615,686,686,485
1747553128613895372,0,505,0,512,558,250,0,316,506,615,686,685,485
1747553128712227978,0,504,0,513,558,251,0,317,506,615,685,686,486
1747553128814433269,0,504,0,514,561,252,0,317,506,615,685,685,486
1747553128912949937,0,504,0,512,562,252,0,317,506,615,685,686,485
1747553129015106214,0,506,0,514,562,250,0,317,506,616,686,685,486
1747553129113571178,0,507,0,513,563,251,0,318,507,616,686,686,486
1747553129215847637,0,505,0,511,564,248,0,317,505,616,687,685,487
1747553129313939195,0,501,0,513,565,250,0,318,507,615,687,687,486
1747553129412283281,0,504,0,511,565,250,0,316,506,616,686,686,487
1747553129514635791,0,506,0,511,567,250,0,318,506,616,686,685,486
1747553129613178641,0,505,0,512,567,251,0,317,506,616,687,686,485
1747553129715173150,0,506,0,514,568,253,0,317,506,616,687,687,486
1747553129813708700,0,505,0,512,570,251,0,316,506,616,687,686,485
1747553129911818299,0,506,0,512,569,249,0,318,507,616,687,687,487
1747553130014187529,0,505,0,515,569,250,0,317,506,615,686,686,487
1747553130112670311,0,505,0,511,570,250,0,317,506,615,686,685,486
1747553130215296997,0,505,0,512,572,248,0,318,507,617,687,686,486
1747553130313252944,0,505,0,511,571,250,0,319,507,616,687,686,486
1747553130415618014,0,505,0,511,574,251,0,317,506,616,687,686,485
1747553130514350617,0,504,1,514,574,250,0,319,506,616,687,686,486
1747553130612579589,0,505,1,513,575,251,0,318,506,616,685,687,487
1747553130714895713,0,505,0,513,578,251,0,318,507,616,686,684,486
1747553130813395325,0,504,1,511,582,251,1,318,509,615,686,686,484
1747553130915466613,0,506,0,511,587,251,0,317,506,617,686,686,485
1747553131013668178,0,505,0,511,591,251,0,318,507,615,686,686,486
1747553131112469331,0,506,0,514,598,251,0,317,506,616,686,685,487
1747553131214392748,0,505,0,514,601,251,8,317,505,615,685,685,487
1747553131313158868,0,505,0,513,606,251,0,317,506,615,686,686,486
1747553131415301880,0,505,0,511,613,250,0,317,507,616,686,685,486
1747553131513724463,0,506,0,510,616,253,0,317,506,616,686,685,485
1747553131615818980,0,505,1,512,624,252,0,318,507,615,687,685,485
1747553131714401716,0,506,0,518,629,250,0,318,506,616,686,684,485
1747553131812744380,0,510,0,515,636,250,0,317,506,615,684,686,486
1747553131914923372,0,502,0,514,641,251,0,318,505,615,685,686,485
1747553132013600707,0,508,0,514,648,251,0,320,506,614,684,685,486
1747553132115760615,0,504,0,512,653,251,0,317,506,616,686,685,485
1747553132214239031,0,507,1,513,654,250,0,316,507,615,686,686,484
1747553132312306977,0,506,1,509,661,250,0,318,505,617,685,687,486
1747553132414366241,0,503,0,514,663,253,0,318,507,615,686,686,486
1747553132513176822,0,506,0,507,670,251,0,319,507,616,685,687,485
