%time,field.layout.data_offset,field.data2,field.data1,field.data0,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1748217323785052910,0,220,0,444,230,219,0,316,507,617,690,689,492
1748217323883746320,0,221,0,430,229,220,0,319,507,616,692,689,492
1748217323982198832,0,218,0,443,230,217,0,319,508,616,692,691,489
1748217324084338565,0,219,3,442,228,218,2,315,508,617,692,689,491
1748217324182746989,0,221,0,442,229,218,0,316,505,618,691,689,491
1748217324285181924,0,222,0,441,228,220,0,316,506,618,691,690,489
1748217324383514177,0,222,0,441,229,215,0,320,507,617,692,689,490
1748217324485683662,0,221,1,444,226,219,0,319,510,618,690,691,491
1748217324584073299,0,220,0,441,228,219,0,318,509,617,690,692,492
1748217324682968824,0,220,0,447,229,218,0,317,507,617,689,689,491
1748217324785052799,0,220,0,441,228,219,0,320,508,617,691,691,490
1748217324883572970,0,221,0,443,229,219,0,317,506,618,691,688,490
1748217324985748735,0,220,0,444,228,217,0,316,507,618,690,689,490
1748217325084094493,0,221,0,441,226,220,0,318,506,616,691,691,488
1748217325182551284,0,219,0,443,229,218,0,319,506,617,692,690,490
1748217325284931305,0,220,0,442,229,224,0,318,507,617,691,690,490
1748217325382577356,0,222,0,442,229,219,0,319,507,617,690,690,490
1748217325486039983,0,221,0,443,229,220,0,318,508,618,691,690,490
1748217325583482391,0,220,0,443,226,219,0,316,506,617,691,690,491
1748217325685676345,0,220,0,444,228,219,0,318,507,617,690,690,489
1748217325784162794,0,220,0,442,228,219,0,318,508,618,691,688,490
1748217325882412443,0,220,0,441,216,219,0,318,507,618,691,689,490
1748217325984414178,0,220,0,443,228,218,0,318,507,617,691,689,489
1748217326083150592,0,221,0,442,228,219,0,318,506,617,691,690,490
1748217326185133438,0,220,0,442,229,219,0,317,507,618,691,689,490
1748217326283733406,0,220,0,442,229,219,0,317,506,618,691,689,489
1748217326382445876,0,220,0,445,229,219,0,317,507,618,691,689,490
1748217326484540662,0,220,0,442,229,220,0,317,507,618,690,689,490
1748217326583089135,0,220,0,442,227,219,0,317,507,617,691,689,489
1748217326685345658,0,219,0,442,229,220,0,316,507,617,691,690,489
1748217326783837679,0,220,0,443,228,220,0,317,508,618,690,690,489
1748217326882312239,0,221,0,442,228,217,0,317,507,618,690,689,489
1748217326984254023,0,220,0,442,229,219,0,311,503,617,689,689,488
1748217327082586772,0,220,0,442,229,217,0,315,506,617,689,689,489
1748217327185233531,0,221,0,442,228,219,0,317,508,618,690,689,489
1748217327283201580,0,220,0,444,228,219,0,316,507,618,692,689,489
1748217327385294567,0,220,7,443,228,219,0,318,508,617,691,689,488
1748217327484136780,0,219,0,442,229,219,0,315,507,616,690,689,488
1748217327582485004,0,220,0,442,228,219,0,317,507,617,690,690,489
1748217327684500509,0,220,0,443,229,181,0,318,507,617,690,689,489
1748217327783017031,0,220,0,442,228,219,0,318,506,617,690,689,489
1748217327885338589,0,233,0,442,229,219,0,319,507,618,690,689,489
1748217327983644861,0,220,0,443,228,218,0,318,508,617,690,689,489
1748217328082344979,0,219,0,442,227,219,1,318,507,618,690,688,489
1748217328184699032,0,220,0,442,229,219,0,315,505,616,690,689,488
1748217328282855486,0,220,0,442,228,219,0,318,507,616,689,689,488
1748217328385279793,0,220,0,442,230,216,0,315,504,615,689,688,489
1748217328483393499,0,220,0,442,229,219,0,316,506,617,690,689,489
1748217328585607191,0,220,0,442,228,219,0,317,507,617,689,690,490
1748217328683862902,0,220,0,443,229,220,0,315,506,616,690,689,488
1748217328782374897,0,220,0,441,228,219,0,318,508,617,689,690,490
