opos,force
-100.0,0.3125263164683214
-99.0,0.31606524524596846
-98.0,0.3196041740236155
-97.0,0.32314310280126257
-96.0,0.3266820315789096
-95.0,0.3302209603565567
-94.0,0.33375988913420374
-93.0,0.3372988179118508
-92.0,0.34083774668949784
-91.0,0.3443766754671449
-90.0,0.34791560424479195
-89.0,0.351454533022439
-88.0,0.35499346180008606
-87.0,0.3585323905777331
-86.0,0.3620713193553802
-85.0,0.3656102481330272
-84.0,0.3691491769106743
-83.0,0.37268810568832134
-82.0,0.3762270344659684
-81.0,0.37976596324361545
-80.0,0.3833048920212625
-79.0,0.38684382079890955
-78.0,0.3903827495765566
-77.0,0.39392167835420366
-76.0,0.3974606071318507
-75.0,0.4009995359094978
-74.0,0.4045384646871448
-73.0,0.4080773934647919
-72.0,0.41161632224243894
-71.0,0.415155251020086
-70.0,0.41869417979773305
-69.0,0.4222331085753801
-68.0,0.42577203735302716
-67.0,0.4293109661306742
-66.0,0.43284989490832126
-65.0,0.4363888236859683
-64.0,0.4399277524636154
-63.0,0.44346668124126243
-62.0,0.4470056100189095
-61.0,0.45054453879655654
-60.0,0.4540834675742036
-59.0,0.45762239635185065
-58.0,0.4611613251294977
-57.0,0.46470025390714476
-56.0,0.4682391826847918
-55.0,0.47177811146243886
-54.0,0.4753170402400859
-53.0,0.478855969017733
-52.0,0.48239489779538003
-51.0,0.4859338265730271
-50.0,0.48947275535067414
-49.0,0.4930116841283212
-48.0,0.49655061290596825
-47.0,0.5000895416836153
-46.0,0.5036284704612624
-45.0,0.5071673992389094
-44.0,0.5107063280165565
-43.0,0.5142452567942035
-42.0,0.5177841855718506
-41.0,0.5213231143494976
-40.0,0.5248620431271447
-39.0,0.5284009719047917
-38.0,0.5319399006824388
-37.0,0.5354788294600858
-36.0,0.5390177582377329
-35.0,0.54255668701538
-34.0,0.546095615793027
-33.0,0.5496345445706741
-32.0,0.5531734733483211
-31.0,0.5567124021259682
-30.0,0.5602513309036152
-29.0,0.5637902596812623
-28.0,0.5673291884589093
-27.0,0.5708681172365564
-26.0,0.5744070460142034
-25.0,0.5779459747918505
-24.0,0.5814849035694976
-23.0,0.5850238323471446
-22.0,0.5885627611247917
-21.0,0.5921016899024387
-20.0,0.5956406186800858
-19.0,0.5991795474577328
-18.0,0.6027184762353799
-17.0,0.6062574050130269
-16.0,0.609796333790674
-15.0,0.613335262568321
-14.0,0.6168741913459681
-13.0,0.6204131201236152
-12.0,0.6239520489012622
-11.0,0.6274909776789093
-10.0,0.6310299064565563
-9.0,0.6345688352342034
-8.0,0.6381077640118504
-7.0,0.6416466927894975
-6.0,0.6451856215671445
-5.0,0.6487245503447916
-4.0,0.6522634791224386
-3.0,0.6558024079000857
-2.0,0.6593413366777328
-1.0,0.6628802654553798
0.0,0.6664191942330269
1.0,0.6699581230106739
2.0,0.673497051788321
3.0,0.677035980565968
4.0,0.6805749093436151
5.0,0.6841138381212621
6.0,0.6876527668989092
7.0,0.6911916956765563
8.0,0.6947306244542033
9.0,0.6982695532318504
