%time,opos,force
1754275021483006685,328,5.7533978449569645
1754275021485088604,330,6.202125043546867
1754275021487017965,331,6.297849967911785
1754275021489048918,332,6.0199221782262144
1754275021491001699,333,5.87541920768909
1754275021493017340,334,5.87541920768909
1754275021494958080,335,5.87541920768909
1754275021496888809,336,6.14876433557881
1754275021498938709,336,6.479313292470031
1754275021500919903,337,6.192249975249154
1754275021502945436,337,5.87541920768909
1754275021504969430,338,5.87541920768909
1754275021506932436,339,5.87541920768909
1754275021508919845,339,5.829941366196789
1754275021510905912,339,5.7533978449569645
1754275021512954678,340,5.7533978449569645
1754275021514959520,340,5.7533978449569645
1754275021516989329,341,5.7533978449569645
1754275021608842617,374,5.7533978449569645
1754275021610834590,375,5.7533978449569645
1754275021616823711,380,5.7533978449569645
1754275021618775137,381,5.7533978449569645
1754275021620840400,383,5.87541920768909
1754275021622856908,384,5.87541920768909
1754275021624898279,386,6.297849967911785
1754275021626848921,387,6.297849967911785
1754275021628825178,388,6.479313292470031
1754275021630822085,390,6.479313292470031
1754275021632836633,391,6.479313292470031
1754275021634820260,392,6.479313292470031
1754275021636816687,394,6.78065709004447
1754275021638855237,395,6.78065709004447
1754275021640895221,397,7.081040241415985
1754275021642814277,398,7.081040241415985
1754275021644779896,399,7.070656986197963
1754275021646766691,401,7.081040241415985
1754275021648791165,402,7.081040241415985
1754275021650786255,404,7.081040241415985
1754275021652801229,405,7.081040241415985
1754275021654868429,406,7.153314532637899
1754275021656815440,407,7.153314532637899
1754275021658859204,409,7.081040241415985
1754275021660806967,410,7.081040241415985
1754275021662767678,412,7.081040241415985
1754275021664735265,413,7.081040241415985
1754275021666690009,414,7.153314532637899
1754275021668699344,416,7.153314532637899
1754275021670684918,417,6.479313292470031
1754275021672788943,419,6.479313292470031
1754275021674715407,420,6.479313292470031
1754275021676722047,421,6.480858513813945
1754275021678730078,423,6.78065709004447
1754275021680743188,425,6.78065709004447
1754275021682683482,426,6.479313292470031
1754275021684723826,428,6.479313292470031
1754275021692721923,434,5.87541920768909
1754275021694673322,436,5.87541920768909
1754275021696638462,437,5.87541920768909
1754275021698656385,439,5.87541920768909
1754275021700653773,441,5.87541920768909
1754275021702669399,442,5.958232372267153
1754275021706740696,446,5.8699239486470685
1754275021708666825,448,5.87541920768909
1754275021710649567,449,5.87541920768909
1754275021712663691,451,5.87541920768909
1754275021732619898,469,6.297849967911785
1754275021734648775,470,6.297849967911785
1754275021740552251,475,6.297849967911785
1754275021742551887,476,6.297849967911785
1754275021748591815,479,6.297849967911785
