time,csv1_field.data4,csv1_field.data7,csv2_field.data4,csv2_field.data7
1753066981011067691,0,0,1.763558422448143,2.4607655357944007
1753066981013060111,0,0,1.5506984725956232,2.7850482773221583
1753066981015084006,0,0,1.543008950597667,2.7967629247993515
1753066981017063743,0,1,1.543008950597667,1.559858979878252
1753066981019020043,0,1,1.543008950597667,1.5018671848048384
1753066981021098326,0,1,1.543008950597667,1.5018671848048384
1753066981023030843,0,1,1.763558422448143,1.6851522959908063
1753066981024975907,0,1,1.763558422448143,1.6851522959908063
1753066981026921406,0,1,1.763558422448143,2.067793844120225
1753066981028927925,0,1,1.763558422448143,2.067793844120225
1753066981030999729,0,0,1.763558422448143,1.6851522959908063
1753066981032951073,0,0,1.763558422448143,1.6851522959908063
1753066981034960274,0,0,1.763558422448143,1.6851522959908063
1753066981036992363,0,0,1.763558422448143,1.6851522959908063
1753066981039026294,0,0,1.763558422448143,2.067793844120225
1753066981041087162,0,0,1.763558422448143,2.067793844120225
1753066981043121352,0,1,1.543008950597667,1.6851522959908063
1753066981044993738,0,0,1.543008950597667,1.6851522959908063
1753066981047070231,0,1,1.763558422448143,1.3229409372809018
1753066981049055329,0,1,1.763558422448143,1.3229409372809018
1753066981050937525,0,1,1.763558422448143,1.6851522959908063
1753066981052935147,0,1,1.763558422448143,1.6851522959908063
1753066981054895885,0,1,1.543008950597667,0.8609891630120539
1753066981056869318,0,1,1.543008950597667,0.8609891630120539
1753066981058906226,0,1,1.763558422448143,5.391283066228308
1753066981060960169,1,1,1.763558422448143,5.391283066228308
1753066981062882165,0,1,2.4306331185516754,1.6851522959908063
1753066981064828000,0,1,2.4306331185516754,1.6851522959908063
1753066981066983660,1,1,1.728088032426375,2.2990419240906723
1753066981068980768,0,1,1.543008950597667,2.4607655357944007
1753066981070960366,0,1,1.543008950597667,1.6794598543867265
1753066981072901099,1,1,1.543008950597667,1.5018671848048384
1753066981075010465,1,1,1.543008950597667,1.5018671848048384
1753066981076940220,1,1,1.543008950597667,1.5018671848048384
1753066981078936559,1,1,1.7096280123533658,0.3672478220184816
1753066981080921315,1,1,1.763558422448143,0.0
1753066981082892985,1,1,1.763558422448143,1.1157217291067487
1753066981084898411,1,1,1.763558422448143,1.6851522959908063
1753066981086937735,1,1,1.763558422448143,1.6851522959908063
1753066981088888887,1,1,1.763558422448143,1.6851522959908063
1753066981090920158,1,1,1.763558422448143,5.711459610779737
1753066981092868052,1,1,1.763558422448143,7.374427429995939
1753066981094875644,1,1,1.6317698069673972,3.974819683449648
1753066981096898814,1,1,1.543008950597667,1.6851522959908063
1753066981098998459,1,1,1.543008950597667,1.6851522959908063
1753066981100895910,1,2,1.543008950597667,1.6851522959908063
1753066981102899318,1,2,1.543008950597667,1.4600050082472633
1753066981104811963,1,2,1.543008950597667,1.3229409372809018
1753066981106849094,1,2,1.543008950597667,1.3229409372809018
1753066981108834389,1,2,1.763558422448143,1.5018671848048384
1753066981110778491,1,2,1.763558422448143,1.5018671848048384
1753066981112808155,1,2,1.763558422448143,1.5018671848048384
1753066981114811413,1,2,1.763558422448143,1.5018671848048384
1753066981116813444,2,2,1.763558422448143,2.067793844120225
